ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs,sector,industry
NVDA,NVIDIA Corporation,3.65,-2.17,59,70,61,Technology,Semiconductors
AAPL,Apple Inc,0.88,3.93,100,100,76,Technology,Computer Manufacturing
AVGO,Broadcom Inc,4.83,-1.84,57,82,69,Technology,Semiconductors
META,Meta Platforms Inc,-2.02,3.12,83,82,26,Technology,Computer Software: Programming Data Processing
AMD,Advanced Micro Devices,0.25,5.52,45,55,97,Technology,Semiconductors
ASMLF,ASML Holding N.V.,3.67,2.98,30,43,91,Technology,Semiconductor Equipment & Materials
XOM,ExxonMobil Holdings Corporation,-0.4,-7.0,29,40,52,Energy,Integrated oil Companies
TCTZF,Tencent Holdings Limited,1.75,5.45,80,84,14,Communication Services,Internet Content & Information
MA,Mastercard Incorporated,-2.21,7.04,64,74,30,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,2.15,2.75,7,7,95,Technology,Industrial Machinery/Components
PLTR,Palantir Technologies Inc.,-1.6,-3.11,92,91,15,Technology,Computer Software: Prepackaged Software
CVX,Chevron Corporation,1.13,-7.01,35,46,45,Energy,Integrated oil Companies
AMAT,"Applied Materials, Inc.",2.89,15.92,30,35,96,Technology,Semiconductors
KO,The Coca-Cola Company,-0.77,5.53,66,79,67,Consumer Staples,Beverages (Production/Distribution)
RHHBY,Roche Holding AG,-0.79,2.39,66,79,58,Healthcare,Drug Manufacturers - General
RHHBF,Roche Holding AG,0.0,0.98,50,70,52,Healthcare,Drug Manufacturers - General
ACGBY,Agricultural Bank of China Limited,4.61,-3.08,45,57,42,Financial Services,Banks - Diversified
BABAF,Alibaba Group Holding Limited,10.98,-18.49,34,34,11,Consumer Cyclical,Internet Retail
CYATY,CYATY,-3.86,-8.57,0,0,37,Industrials,Electrical Equipment & Parts
CICHY,China Construction Bank Corporation,5.11,-3.19,44,58,45,Financial Services,Banks - Diversified
CICHF,China Construction Bank Corporation,0.0,-6.25,7,29,47,Financial Services,Banks - Diversified
SFTBF,SoftBank Group Corp.,-4.09,-25.43,0,0,33,Communication Services,Telecom Services
NVS,Novartis AG,-1.18,5.98,63,75,61,Health Care,Biotechnology: Pharmaceutical Preparations
SFTBY,SoftBank Group Corp.,4.13,-19.87,13,15,88,Communication Services,Telecom Services
NVSEF,Novartis AG,0.0,10.44,100,98,63,Healthcare,Drug Manufacturers - General
BACHY,Bank of China Limited,5.35,-2.42,44,54,56,Financial Services,Banks - Diversified
KLAC,KLA Corporation,2.18,4.92,6,8,93,Technology,Electronic Components
TOYOF,Toyota Motor Corporation,-1.89,-1.45,65,76,23,Consumer Cyclical,Auto Manufacturers
LRLCF,L'Oréal S.A.,1.53,2.47,29,43,48,Consumer Defensive,Household & Personal Products
SMAWF,Siemens Aktiengesellschaft,-2.86,-2.74,0,15,59,Industrials,Specialty Industrial Machinery
PANW,"Palo Alto Networks, Inc.",-4.88,20.37,62,65,92,Technology,Computer peripheral equipment
BHP,BHP Group Limited,-2.41,-6.45,0,0,77,Energy,Coal Mining
