ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs
LEN,Lennar Corporation,0.03,-0.58,61,36,8
MKSI,MKS Inc.,0.26,14.28,71,57,95
YPF,YPF Sociedad Anónima,1.94,17.38,100,100,86
AKAM,"Akamai Technologies, Inc.",4.48,45.21,73,68,90
ANGPY,Valterra Platinum Limited,-1.57,1.92,26,17,78
IHICF,IHI Corporation,0.0,-6.02,65,56,2
SBAC,SBA Communications Corporation,-0.71,-7.6,5,1,36
JXHGF,"ENEOS Holdings, Inc.",0.0,-1.12,0,0,72
SURDF,"Sumitomo Realty & Development Co., Ltd.",0.0,-26.11,0,0,3
L,Loews Corporation,-1.21,-7.99,0,0,38
ASCCY,ASICS Corporation,2.82,7.41,51,37,56
CNGKY,CK Asset Holdings Limited,-2.61,1.25,0,0,68
CHRW,"C.H. Robinson Worldwide, Inc.",1.85,-1.74,70,49,74
EDPFY,"EDP, S.A.",-1.05,-3.47,1,0,61
LUV,Southwest Airlines Co.,-0.83,13.26,80,74,58
TNABY,Tenaga Nasional Berhad,-0.65,10.55,55,21,62
CJPRY,Central Japan Railway Company,-0.64,-9.53,0,0,12
PKX,POSCO Holdings Inc.,-1.36,-10.71,0,0,72
OMC,Omnicom Group Inc.,-1.86,-5.23,4,0,26
ARLUF,Aristocrat Leisure Limited,-4.73,5.71,30,23,19
RIVN,"Rivian Automotive, Inc.",7.24,-0.61,100,95,51
KUBTF,Kubota Corporation,0.0,17.26,49,43,71
IOT,Samsara Inc.,10.83,21.75,100,100,38
MZTFF,Mizrahi Tefahot Bank Ltd.,0.0,7.35,96,67,90
NXGPY,NEXT plc,0.0,2.07,53,30,43
SRTOY,Sartorius Stedim Biotech S.A.,2.06,12.34,100,93,28
CCHBF,Coca-Cola HBC AG,0.0,0.16,0,0,54
DSFIY,DSFIY,-0.93,17.09,83,74,42
DSMFF,DSM-Firmenich AG,0.0,19.22,90,81,35
MTUAF,MTU Aero Engines AG,1.12,9.9,77,61,19
HKHHY,Heineken Holding N.V.,-1.36,1.78,26,8,28
CHTR,"Charter Communications, Inc.",-2.18,-12.79,1,0,2
GNENF,"Ganfeng Lithium Group Co., Ltd.",-0.68,-22.58,0,0,91
KKPNY,Koninklijke KPN N.V.,-0.58,-2.64,0,0,46
KKPNF,Koninklijke KPN N.V.,-0.76,-3.35,0,0,47
MDIBF,Mediobanca Banca di Credito Finanziario S.p.A.,0.0,3.53,57,13,58
TU,TELUS Corporation,0.24,0.16,7,1,19
PKG,Packaging Corporation of America,0.35,2.56,39,19,43
RS,"Reliance, Inc.",0.77,5.4,67,25,74
INCY,Incyte Corporation,-0.78,1.54,0,0,51
DWAHF,"Daiwa House Industry Co., Ltd.",0.0,-8.94,4,0,1
ROKU,"Roku, Inc.",-0.69,11.68,68,29,82
BRO,"Brown & Brown, Inc.",-1.04,-6.21,16,1,4
BKRIF,Bank of Ireland Group plc,3.04,5.45,57,31,68
VTRS,Viatris Inc.,0.93,9.63,27,4,84
RAIFY,Raiffeisen Bank International AG,1.66,7.48,43,30,85
IHICY,IHI Corporation,0.17,-6.14,19,11,5
SPXCF,Singapore Exchange Limited,0.0,1.1,89,61,77
PRNDY,Pernod Ricard SA,-1.27,-0.87,20,5,7
SHWDF,Resonac Holdings Corporation,0.0,24.71,60,54,97
IVBIY,IVBIY,-2.04,-2.04,0,0,54
SPXCY,Singapore Exchange Limited,1.51,0.77,28,12,78
HLDVF,Henderson Land Development Company Limited,0.0,0.26,0,0,48
PDRDF,Pernod Ricard SA,-5.67,-4.11,0,0,7
RBC,RBC Bearings Incorporated,-1.02,-4.53,10,0,71
NURAF,"Nomura Research Institute, Ltd.",8.8,24.87,100,100,1
BIP,Brookfield Infrastructure Partners L.P.,-0.17,10.17,65,46,58
BDRFF,Beiersdorf Aktiengesellschaft,0.0,1.7,0,0,5
ASUUY,ASUSTeK Computer Inc.,0.0,0.0,0,0,19
BWXT,"BWX Technologies, Inc.",-1.7,-9.36,0,0,61
NRILY,"Nomura Research Institute, Ltd.",3.86,18.44,100,100,26
FTV,Fortive Corporation,-1.44,-2.46,0,0,48
TRMLF,Tourmaline Oil Corp.,-1.85,-5.66,0,0,39
SARTF,Sartorius Aktiengesellschaft,11.59,6.9,100,79,53
SSSGY,Sartorius Aktiengesellschaft,0.0,6.13,61,15,46
YAHOY,LY Corporation,0.0,-1.15,19,16,23
DWAHY,"Daiwa House Industry Co., Ltd.",-1.2,-11.11,0,0,8
WXXWY,WuXi Biologics (Cayman) Inc.,4.2,2.56,39,25,46
BNDSF,"Banco de Sabadell, S.A.",0.0,-1.68,21,16,56
DQJCF,Pan Pacific International Holdings Corporation,0.0,-1.11,34,25,94
BDRFY,Beiersdorf Aktiengesellschaft,-3.11,-2.23,0,0,4
CAHPF,Evolution Mining Limited,-0.46,-8.51,87,85,64
INVH,Invitation Homes Inc.,-0.44,1.67,45,7,42
DFKCY,"Daifuku Co., Ltd.",-2.31,5.11,39,28,80
KSPI,Joint Stock Company Kaspi.kz,-2.59,5.31,42,25,66
CF,"CF Industries Holdings, Inc.",-3.56,-9.17,0,0,72
AMKR,"Amkor Technology, Inc.",-1.45,-0.27,21,12,95
LOGI,Logitech International S.A.,9.05,22.75,100,100,73
AGI,Alamos Gold Inc.,3.24,2.15,30,25,58
BOIVF,Bolloré SE,-1.29,-2.24,0,0,45
BNCDY,Banca Mediolanum S.p.A.,2.9,9.06,97,74,70
BNDSY,"Banco de Sabadell, S.A.",-5.86,2.38,38,26,59
ERBKY,Eurobank S.A.,-1.38,-2.68,31,22,66
CTTAF,Continental Aktiengesellschaft,-0.52,13.48,85,58,40
NPXYY,NPXYY,-3.86,10.1,52,40,51
JBAXY,Julius Bär Gruppe AG,1.56,-0.79,12,9,59
UNBLF,Unibail-Rodamco-Westfield SE,0.0,-0.55,22,11,53
CTTAY,Continental Aktiengesellschaft,-0.48,14.88,76,58,40
WPC,W. P. Carey Inc.,0.28,2.04,1,0,55
KWHIY,"Kawasaki Heavy Industries, Ltd.",0.13,-4.36,32,24,71
WMG,Warner Music Group Corp.,-2.5,12.18,39,19,53
SWOBY,Swedish Orphan Biovitrum AB (publ),0.0,4.31,11,10,78
ERNXY,Euronext N.V.,-19.32,3.47,22,17,52
HNGKY,Hongkong Land Holdings Limited,-0.11,-5.71,0,0,59
VNOM,"Viper Energy, Inc.",1.11,-6.54,5,3,59
EBCOY,Ebara Corporation,1.6,2.13,51,43,84
SSNC,"SS&C Technologies Holdings, Inc.",2.13,-2.57,26,12,14
STMNF,"Sumitomo Metal Mining Co., Ltd.",0.0,-6.96,0,0,92
BEN,"Franklin Resources, Inc.",-0.61,3.5,0,0,76
PR,Permian Resources Corporation,-0.47,-11.05,0,0,75
OWL,Blue Owl Capital Inc.,3.52,7.92,46,28,9
NLY,"Annaly Capital Management, Inc.",1.16,-4.59,9,5,50
DIDIY,DiDi Global Inc.,2.93,-3.57,20,15,6
BXBLY,Brambles Limited,0.51,-27.34,1,0,6
ASRRF,ASRRF,0.0,7.4,80,61,64
SCHYY,Sands China Ltd.,1.51,-3.55,11,7,18
GMAB,Genmab A/S,-2.63,-0.72,0,0,33
EMA,Emera Incorporated,-1.04,-1.36,0,0,50
NBGRY,National Bank of Greece S.A.,2.17,9.09,84,73,66
HST,"Host Hotels & Resorts, Inc.",-1.29,8.76,64,53,77
SMMYY,"Sumitomo Metal Mining Co., Ltd.",-0.77,-6.43,0,0,87
NBGIF,National Bank of Greece S.A.,7.12,7.12,72,59,66
XPEV,XPeng Inc.,0.06,0.92,66,42,14
ARNNY,ASR Nederland N.V.,-0.95,1.79,0,0,54
UPMKF,UPM-Kymmene Oyj,0.0,-3.77,0,0,39
MMLTF,MMG Limited,5.83,10.43,48,38,91
UPMMY,UPM-Kymmene Oyj,-1.29,-2.44,0,0,39
DY,"Dycom Industries, Inc.",-4.71,23.16,78,76,89
AHKSY,Asahi Kasei Corporation,0.68,12.27,92,80,70
RTO,Rentokil Initial plc,-1.28,-11.1,0,0,57
CSDXF,"COSCO SHIPPING Energy Transportation Co., Ltd.",0.0,-10.79,0,0,92
BPCGF,"Banco Comercial Português, S.A.",0.0,2.0,8,0,63
LI,Li Auto Inc.,-3.41,-15.82,0,0,7
GNMSF,Genmab A/S,0.0,-1.48,0,0,28
SHTLF,South32 Limited,0.0,7.2,90,79,84
NWS,News Corporation,-1.71,-2.17,0,0,37
FNBKY,FinecoBank Banca Fineco S.p.A.,0.0,-5.25,0,0,40
OUKPF,Metso Oyj,0.0,3.21,82,52,91
JAZZ,Jazz Pharmaceuticals plc,0.47,16.49,74,52,88
YUMC,"Yum China Holdings, Inc.",-1.42,-11.85,0,0,18
PNFP,"Pinnacle Financial Partners, Inc.",0.77,-0.71,22,4,41
MOD,Modine Manufacturing Company,3.03,9.54,58,51,92
GIB,CGI Inc.,3.18,6.84,93,66,11
BALL,Ball Corporation,-2.79,-10.49,0,0,31
GRAB,Grab Holdings Limited,0.0,-7.33,0,0,7
CMSQF,Computershare Limited,7.99,18.6,77,70,41
CJEWF,Chow Tai Fook Jewellery Group Limited,0.0,4.06,29,0,12
APTV,Aptiv PLC,6.71,12.74,100,100,22
CMSQY,Computershare Limited,0.53,12.64,97,85,48
ASBRF,"Asahi Group Holdings, Ltd.",0.0,-4.08,0,0,10
GRBMF,"Grupo Bimbo, S.A.B. de C.V.",1.85,-1.78,17,11,32
SMTC,Semtech Corporation,-8.29,45.21,74,71,95
REGCO,Regency Centers Corporation,-2.71,-0.05,0,0,37
LECO,"Lincoln Electric Holdings, Inc.",-0.17,-2.46,0,0,46
EFGSY,Eiffage SA,5.72,-5.08,27,23,44
HUT,Hut 8 Corp.,0.47,64.73,100,100,98
RPGRY,REA Group Limited,-0.19,-13.28,0,0,8
SANM,Sanmina Corporation,-1.33,19.24,88,82,94
YARIY,Yara International ASA,-1.42,-3.02,0,0,80
LYSCF,Lynas Rare Earths Limited,0.59,-3.1,47,35,86
SNMYF,Suncorp Group Limited,0.0,11.37,84,64,49
GJNSY,Gjensidige Forsikring ASA,-3.69,-1.64,28,14,49
IFJPY,Informa plc,0.9,2.83,38,16,32
ROHCY,"ROHM Co., Ltd.",7.33,66.42,100,100,95
ARCC,Ares Capital Corporation,0.96,-0.89,10,5,33
CLPBF,Coloplast A/S,0.0,-5.84,0,0,4
CRRFY,Carrefour SA,-0.27,-2.54,1,0,65
BBSEY,BB Seguridade Participações S.A.,-1.29,0.29,0,0,54
HTHT,H World Group Limited,0.43,-10.79,16,12,46
ONON,On Holding AG,2.69,14.63,100,98,16
JHIUF,James Hardie Industries plc,0.0,-12.2,12,5,16
MTRAF,Metro Inc.,1.47,-3.52,11,7,19
TMTNY,TMTNY,-0.12,3.12,52,24,55
SWGAF,The Swatch Group AG,0.0,20.76,53,43,79
UUGRY,United Utilities Group PLC,0.06,-8.08,24,9,52
OGFGY,Origin Energy Limited,-0.63,-9.56,5,3,39
TKGSY,"Tokyo Gas Co.,Ltd.",0.2,-3.9,38,28,35
JRONY,"Jerónimo Martins, SGPS, S.A.",-1.06,-9.2,0,0,15
U,Unity Software Inc.,1.77,15.33,100,100,67
RYKKY,"Ryohin Keikaku Co., Ltd.",-1.95,-9.6,32,21,6
TYL,"Tyler Technologies, Inc.",2.32,-8.2,22,11,5
CHUEF,"Chubu Electric Power Company, Incorporated",0.0,7.38,65,46,1
AKZOF,Akzo Nobel N.V.,33.26,26.98,100,100,64
CSGP,"CoStar Group, Inc.",-0.31,-6.96,0,0,2
JLL,Jones Lang LaSalle Incorporated,-1.18,-11.26,0,0,30
PAYP,PayPay Corporation,-1.06,-11.83,4,0,48
SOLV,Solventum Corporation,-1.3,11.27,61,30,34
TLTZY,Tele2 AB (publ),0.0,-6.37,0,0,51
CHKIF,China Southern Airlines Company Limited,0.0,-3.92,0,0,9
SYIEY,Symrise AG,-2.25,6.2,56,46,34
DLVHF,Delivery Hero SE,0.0,78.72,86,85,91
IAUGY,Insurance Australia Group Limited,-1.61,4.44,41,21,52
HRL,Hormel Foods Corporation,-1.53,8.2,88,86,21
MEDP,"Medpace Holdings, Inc.",-0.23,6.8,90,47,41
FNF,"Fidelity National Financial, Inc.",-0.44,-9.46,0,0,19
AEG,Aegon Ltd.,-0.24,2.19,0,0,58
AAOI,"Applied Optoelectronics, Inc.",-6.28,-3.62,8,5,98
EXEL,"Exelixis, Inc.",-1.89,13.54,72,51,65
WULF,TeraWulf Inc.,-3.18,17.63,74,66,97
IVPAF,Ivanhoe Mines Ltd.,0.38,9.41,48,31,24
IVZ,Invesco Ltd.,1.43,9.43,79,40,78
DINRF,"SCREEN Holdings Co., Ltd.",0.0,4.45,69,26,95
DINO,HF Sinclair Corporation,2.39,4.71,16,12,86
RXLSF,Rexel S.A.,0.0,5.99,25,15,65
GGG,Graco Inc.,-0.49,-6.0,0,0,16
DVA,DaVita Inc.,-1.39,25.28,76,65,80
RICFY,Recordati Industria Chimica e Farmaceutica S.p.A.,0.0,-6.0,70,61,44
JDLGF,"JD Logistics, Inc.",0.0,8.82,67,59,77
AIZ,"Assurant, Inc.",0.59,5.33,32,3,60
IMPUF,Impala Platinum Holdings Limited,0.0,-1.78,2,0,62
GPAEF,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",0.0,-2.36,0,0,51
HAS,"Hasbro, Inc.",-0.24,-10.09,0,0,42
DKNG,DraftKings Inc.,-0.16,5.02,21,14,10
NRDXF,Nordex SE,0.0,-7.45,0,0,93
NDEKY,Nitto Denko Corporation,-5.12,-2.04,0,0,15
AXSM,"Axsome Therapeutics, Inc.",0.71,12.87,77,49,91
STRNY,Severn Trent PLC,-1.32,-7.0,29,13,48
AGRPY,Absa Group Limited,0.03,11.14,98,96,69
UDR,"UDR, Inc.",-2.59,1.54,0,0,34
PRDSY,Prada S.p.A.,0.76,1.92,20,15,13
BTSG,"BrightSpring Health Services, Inc.",1.4,28.58,100,100,94
AGNC,AGNC Investment Corp.,-0.19,-4.45,15,2,54
AGNCN,AGNC Investment Corp.,0.04,-0.08,0,0,46
AGNCL,AGNCL,-0.08,0.28,0,0,43
SVTRF,Severn Trent PLC,0.0,-5.89,0,0,52
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",-0.76,-6.18,0,0,30
GL,Globe Life Inc.,-0.36,-0.69,0,0,57
TXRH,"Texas Roadhouse, Inc.",0.15,12.19,70,54,35
LFUS,"Littelfuse, Inc.",-1.42,15.71,64,43,91
WSOUF,WHSP Holdings Limited,0.0,16.98,81,70,77
SCAFF,SCAFF,-0.35,34.09,85,82,94
HKTTY,HKT Trust and HKT Limited,0.0,10.91,37,22,52
GRPTF,Getlink SE,0.0,0.47,0,0,68
ISMAY,"Indra Sistemas, S.A.",3.54,17.29,100,88,73
RVTY,"Revvity, Inc.",3.29,20.7,100,94,51
OKLO,Oklo Inc.,-1.78,-7.75,38,31,36
MHGVY,Mowi ASA,0.18,-0.25,50,27,43
MINBY,MINEBEA MITSUMI Inc.,0.0,30.23,99,98,86
AMH,American Homes 4 Rent,0.28,0.75,31,6,36
GLXY,Galaxy Digital,-1.83,7.8,30,19,77
FMS,Fresenius Medical Care AG,-0.28,-0.58,48,19,21
AAON,"AAON, Inc.",-1.45,50.25,90,86,84
NRXXY,Nordex SE,0.0,-15.83,4,2,90
LPGCY,LPGCY,6.76,-5.92,37,31,7
GOFPY,Allwyn AG,-0.14,-1.38,13,3,6
PTAIY,PT Astra International Tbk,-3.71,-17.88,0,0,14
SBMFF,Sino Biopharmaceutical Limited,0.0,-16.71,0,0,11
GIL,Gildan Activewear Inc.,-0.26,-1.18,60,38,44
PINS,"Pinterest, Inc.",-2.91,1.98,21,12,16
ALLE,Allegion plc,-0.99,-5.39,11,0,11
WLK,Westlake Corporation,-0.96,-24.23,0,0,47
YSHLF,Yangzijiang Shipbuilding (Holdings) Ltd.,-1.75,-17.11,0,0,65
AR,Antero Resources Corporation,-0.17,-8.94,6,3,37
NGKIF,NGK Corporation,5.89,25.1,100,100,95
TKGBY,Turkiye Garanti Bankasi A.S.,-5.33,-11.25,7,4,17
SJM,The J. M. Smucker Company,-1.04,6.44,60,24,29
IKTSY,Intertek Group plc,1.32,15.42,62,49,63
ARWR,"Arrowhead Pharmaceuticals, Inc.",-1.44,6.03,48,29,96
FUJHY,Subaru Corporation,-1.94,2.71,18,1,8
ASEKY,Aisin Corporation,0.0,-12.54,0,0,17
BJ,"BJ's Wholesale Club Holdings, Inc.",-0.84,-9.17,3,0,16
NEXOY,"NEXON Co., Ltd.",-2.45,-18.51,0,0,3
SPXC,"SPX Technologies, Inc.",1.33,-1.03,78,48,51
FRVO,Fervo Energy Company,-5.27,0.33,0,0,36
IDKOY,"Idemitsu Kosan Co.,Ltd.",0.0,3.33,12,0,69
EQX,Equinox Gold Corp.,7.63,-2.89,43,38,70
PLCQF,PLCQF,-2.18,167.61,95,92,97
PUGBY,PUGBY,0.13,-13.03,16,12,38
CR,Crane Company,0.99,3.11,70,42,30
IAG,IAMGOLD Corporation,3.0,5.99,42,35,83
WYNN,"Wynn Resorts, Limited",-0.32,-5.25,34,20,23
TSGTF,Tsingtao Brewery Company Limited,3.75,-7.68,19,15,24
AES,The AES Corporation,-0.14,2.77,12,0,54
RKUNF,"Rakuten Group, Inc.",0.0,-1.64,28,12,15
AG,First Majestic Silver Corp.,2.43,7.05,32,24,91
ASMVY,ASMPT Limited,-3.82,18.03,64,60,96
AVAV,"AeroVironment, Inc.",-3.34,6.27,86,84,18
ESI,Element Solutions Inc,1.22,-0.38,32,14,86
CPCAY,Cathay Pacific Airways Limited,2.68,10.94,100,76,61
UHAL,U-Haul Holding Company,-1.96,12.71,86,84,47
CPCAF,Cathay Pacific Airways Limited,9.74,9.03,100,93,68
PTRRY,Prio S.A.,4.09,-5.11,18,14,87
DOCU,"DocuSign, Inc.",5.93,14.2,100,90,18
BZLFY,Bunzl plc,0.06,-1.78,17,0,45
QABSY,Qantas Airways Limited,1.84,10.08,100,92,37
WTFC,Wintrust Financial Corporation,-0.31,0.15,24,0,56
BKKLY,Bangkok Bank Public Company Limited,0.19,3.51,38,10,46
SMGKF,Smiths Group plc,2.44,-1.38,24,15,46
VMI,"Valmont Industries, Inc.",-0.95,2.32,38,7,76
UNCHF,Unicharm Corporation,-6.3,-5.5,0,0,13
BZZUY,Buzzi S.p.A.,3.51,2.29,58,42,40
BZLYF,Beazley plc,0.0,-2.73,0,0,77
UMBF,UMB Financial Corporation,-0.04,4.03,35,12,62
AM,Antero Midstream Corporation,-0.95,-4.12,0,0,52
GTLS,"Chart Industries, Inc.",-0.07,-0.04,0,0,47
ERIE,Erie Indemnity Company,-2.35,-2.68,0,0,5
JPNPY,"Japan Post Insurance Co., Ltd.",0.0,-9.76,0,0,10
APAJF,APA Group,0.0,1.22,0,0,73
HRZRF,HRZRF,-11.05,-27.95,0,0,3
MNBEF,MINEBEA MITSUMI Inc.,0.0,49.45,70,66,2
ENSG,"The Ensign Group, Inc.",-1.92,-10.2,0,0,22
SCTBF,Securitas AB (publ),0.0,-8.25,15,6,48
FORM,"FormFactor, Inc.",-4.32,-8.34,13,5,96
ASRMF,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",0.0,13.57,65,50,25
JKHY,"Jack Henry & Associates, Inc.",0.07,-11.34,3,0,11
FLS,Flowserve Corporation,0.4,2.54,99,72,59
CTRE,"CareTrust REIT, Inc.",-1.02,3.47,5,0,63
FROG,JFrog Ltd.,9.22,71.15,100,100,91
BPOPO,"Popular, Inc.",0.0,0.53,0,0,41
SRGHY,SRGHY,-1.39,5.59,25,0,58
W,Wayfair Inc.,-0.67,13.03,90,87,43
ALV,"Autoliv, Inc.",-1.41,10.48,76,68,55
SCTBY,Securitas AB (publ),-3.38,-16.34,5,3,46
DCI,"Donaldson Company, Inc.",-1.78,-7.15,0,0,31
SAPMF,Saipem SpA,3.67,-11.11,14,11,87
SNAP,Snap Inc.,-3.38,-5.93,25,15,19
HPIFF,Huadian Power International Corporation Limited,0.0,5.3,56,33,54
DAR,Darling Ingredients Inc.,-0.87,-7.99,2,0,85
EQUEY,Equatorial S.A.,-1.3,-11.46,0,0,44
MUSA,Murphy USA Inc.,-1.08,-13.84,0,0,75
AGX,"Argan, Inc.",-1.54,-0.44,22,11,95
FLGZY,Flughafen Zürich AG,0.0,5.84,71,37,30
ONB,Old National Bancorp,0.04,0.17,12,0,50
RDEIY,"Redeia Corporación, S.A.",-1.15,-0.81,16,0,24
SCRPF,Sembcorp Industries Ltd,0.0,-3.7,0,0,49
CEF,Sprott Physical Gold and Silver Trust,0.78,0.29,10,6,67
CHWY,"Chewy, Inc.",5.43,-11.33,35,26,4
XROLF,Xero Limited,0.0,-5.44,0,0,5
ZION,"Zions Bancorporation, National Association",0.34,-0.78,38,17,63
JCYGY,Jardine Cycle & Carriage Limited,0.0,-0.02,0,0,41
EVKIY,Evonik Industries AG,0.4,-5.66,2,0,57
KRYS,"Krystal Biotech, Inc.",-0.41,17.83,73,53,89
TEM,"Tempus AI, Inc.",-1.6,-9.03,41,31,13
ADRZY,Andritz AG,0.0,7.89,55,50,68
MOH,"Molina Healthcare, Inc.",-2.48,-10.8,0,0,35
LLYVK,"Liberty Live Holdings, Inc.",1.12,5.88,36,14,56
PRMB,Primo Brands Corporation,-0.28,21.69,97,96,55
ALTB,Alpine Auto Brokers Inc.,50.0,-10.0,66,60,94
CMHHF,China Merchants Port Holdings Company Limited,0.0,-1.84,75,61,54
KIKOF,Kikkoman Corporation,0.0,4.33,54,27,44
SMNNY,Shimano Inc.,-0.91,-1.76,0,0,24
ACM,AECOM,-2.12,-17.51,0,0,3
JEXYY,Jiangsu Expressway Company Limited,0.0,4.29,0,0,41
TKR,The Timken Company,0.95,15.78,97,94,85
BVN,Compañía de Minas Buenaventura S.A.A.,5.37,13.19,61,46,88
EGO,Eldorado Gold Corporation,2.76,8.81,57,40,59
GWKSY,GWKSY,-8.12,-4.83,0,0,69
GZPZF,Gaztransport & Technigaz SA,0.0,1.6,11,0,79
FRHC,Freedom Holdings Corp.,-0.87,-4.68,22,13,39
SHMDF,Shimano Inc.,0.0,-3.34,0,0,24
MBLY,Mobileye Global Inc.,-0.67,18.99,76,63,26
TBVPF,Thai Beverage Public Company Limited,0.0,0.0,93,87,38
HDALF,Haidilao International Holding Ltd.,-5.58,-16.46,0,0,12
AKBLF,ALK-Abelló A/S,0.0,9.38,71,54,74
PTCAY,PT Chandra Asri Pacific Tbk,0.25,-75.14,0,0,1
SBYSF,Sibanye Stillwater Limited,0.0,7.02,11,0,69
STN,Stantec Inc.,-0.15,-17.25,9,4,8
TYCMY,Tingyi (Cayman Islands) Holding Corp.,-1.7,-1.14,22,13,27
COLB,"Columbia Banking System, Inc.",1.26,1.4,40,13,59
ELPC,ELPC,-0.61,-10.09,0,0,66
TKAMY,thyssenkrupp AG,0.61,14.87,100,89,71
GZPZY,Gaztransport & Technigaz SA,0.0,-2.84,0,0,62
SFOSF,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",0.0,-16.35,0,0,18
NNN,"NNN REIT, Inc.",-0.76,1.64,13,0,47
CWEN,"Clearway Energy, Inc.",1.3,1.98,78,53,70
ORA,"Ormat Technologies, Inc.",-0.33,19.54,84,79,83
CIBEY,Commercial International Bank Egypt (CIB) S.A.E.,-5.24,-3.29,0,0,57
WEIGF,The Weir Group PLC,0.0,-20.71,0,0,18
SALRY,SalMar ASA,-0.22,3.53,50,34,64
STBFY,Suntory Beverage & Food Limited,0.82,-6.66,12,3,15
CIADY,China Mengniu Dairy Company Limited,1.27,-3.1,19,11,45
CNRAF,Vicinity Centres,-1.37,1.41,0,0,75
CSCCF,Capstone Copper Corp.,0.17,30.73,100,99,80
CAE,CAE Inc.,0.58,-1.15,52,41,26
BIRK,Birkenstock Holding plc,2.27,16.34,100,100,33
DFRYF,Avolta AG,0.0,-4.3,0,0,50
FBBPF,FIBRA Prologis,2.28,4.0,81,55,64
AEMMY,A2A S.p.A.,0.0,-2.2,0,0,48
FNMFO,Federal National Mortgage Association,0.0,11.68,91,77,25
FNMAI,Federal National Mortgage Association,-0.45,3.12,38,2,13
FNMAJ,Federal National Mortgage Association,-0.97,4.29,23,0,12
FNMAP,Federal National Mortgage Association,-1.66,-11.93,6,0,5
FNMAL,Federal National Mortgage Association,-0.52,-3.81,0,0,7
VFS,VinFast Auto Ltd.,-1.97,-17.49,0,0,42
TYEKF,thyssenkrupp AG,-3.68,12.93,64,55,65
CDNTF,"Canadian Tire Corporation, Limited",0.0,10.33,80,68,53
TECH,Bio-Techne Corporation,1.65,-6.41,50,41,21
MYTKY,MYTKY,-1.55,18.74,85,81,7
SDXAY,Sodexo S.A.,1.18,8.6,69,53,28
Z,"Zillow Group, Inc.",-1.24,-21.17,0,0,2
REXR,"Rexford Industrial Realty, Inc.",-1.5,-1.17,0,0,26
IGGHY,IG Group Holdings plc,0.0,9.44,53,30,79
JHG,Janus Henderson Group plc,-0.12,0.19,0,0,61
EMLAF,Empire Company Limited,2.35,2.92,60,25,31
CCOEY,"Capcom Co., Ltd.",-2.28,-10.6,0,0,7
XNGSY,ENN Energy Holdings Limited,0.54,-10.8,2,1,13
ESALF,"Eisai Co., Ltd.",0.0,-6.67,5,0,24
HCXLF,Hiscox Ltd,0.0,28.2,87,77,77
KNCRY,Konecranes Plc,6.73,9.0,91,72,63
YMHAY,"Yamaha Motor Co., Ltd.",7.17,19.42,92,78,54
AOS,A. O. Smith Corporation,-1.56,-8.28,0,0,10
SSD,"Simpson Manufacturing Co., Inc.",-0.77,-0.52,37,15,47
DVDCF,Davide Campari-Milano N.V.,0.0,-10.48,25,20,23
IDA,"IDACORP, Inc.",-0.23,-4.48,0,0,50
ELMUF,Elisa Oyj,0.08,0.08,0,0,40
FPRUY,Fraport AG,0.0,-10.06,0,0,31
HESM,Hess Midstream LP,-2.19,-2.1,0,0,42
ACI,"Albertsons Companies, Inc.",-1.95,-7.36,0,0,14
KNTK,Kinetik Holdings Inc.,-1.48,-9.08,0,0,60
TOTDY,TOTO LTD.,2.92,27.53,80,72,88
VLYPN,Valley National Bancorp,0.89,0.54,10,5,45
KRMN,Karman Holdings Inc.,-12.69,-15.42,0,0,22
OCLDY,Orica Limited,0.0,15.26,94,90,50
IDTRY,IDTRY,4.23,-15.64,13,11,17
QGEN,Qiagen N.V.,-0.14,5.81,96,75,8
JPNRF,"Japan Airlines Co., Ltd.",-4.44,-4.44,0,0,1
DNPLY,"Dai Nippon Printing Co., Ltd.",-0.46,-7.74,9,8,31
UMICF,Umicore SA,3.83,59.58,100,97,93
PCOR,"Procore Technologies, Inc.",4.1,-12.53,14,10,9
KNCRF,Konecranes Plc,0.0,3.49,0,0,1
WFRD,Weatherford International plc,-0.23,-5.84,0,0,84
BCKIF,Babcock International Group PLC,3.26,-2.37,55,44,38
ICGUF,ICG plc,0.0,15.81,94,90,27
YOU,"Clear Secure, Inc.",-2.24,3.86,0,0,86
DPMLF,DPM Metals Inc.,2.73,-0.36,38,20,79
LTH,"Life Time Group Holdings, Inc.",-1.02,23.39,78,62,66
BCHMY,Bachem Holding AG,-7.52,5.05,9,0,80
IVTJY,Investec Group,0.0,14.08,86,75,74
WILLF,Demant A/S,0.0,13.8,53,29,50
YORUF,"The Yokohama Rubber Company, Limited",0.0,7.67,96,76,82
BILI,Bilibili Inc.,0.58,-21.38,1,1,5
THNPF,Technip Energies N.V.,0.0,-10.43,0,0,38
NDBKY,Nedbank Group Limited,0.69,-0.86,32,8,44
SLAB,Silicon Laboratories Inc.,-0.37,-0.05,0,0,83
TSUKY,"Toyo Suisan Kaisha, Ltd.",-0.61,5.56,70,44,31
TTEK,"Tetra Tech, Inc.",-0.76,-14.72,15,8,8
