ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs
AKBTY,Akbank T.A.S.,-0.71,-16.72,2,1,14
OMRNY,OMRON Corporation,1.43,-0.47,28,24,71
VSH,"Vishay Intertechnology, Inc.",-0.36,79.67,98,98,98
SSDOY,"Shiseido Company, Limited",3.12,-14.44,21,19,39
ALKS,Alkermes plc,5.63,25.16,100,100,82
LSTR,"Landstar System, Inc.",1.7,12.65,100,100,84
IFSUF,Infrastrutture Wireless Italiane S.p.A.,0.0,1.57,0,0,9
RGEN,Repligen Corporation,0.99,4.77,73,60,26
GGDVY,Guangdong Investment Limited,3.78,3.78,69,36,64
HTCMY,"Hitachi Construction Machinery Co., Ltd.",0.0,-2.17,29,21,32
RAL,Ralliant Corporation,-0.75,36.16,93,90,78
SKHHY,Sonic Healthcare Limited,2.95,-2.72,28,16,16
KLAR,KLAR,4.87,31.39,100,100,13
SEOJF,Stora Enso Oyj,0.0,-21.2,0,0,26
STHRF,Strathcona Resources Ltd.,-0.15,1.92,9,4,78
IMVT,"Immunovant, Inc.",-0.6,22.67,67,62,90
CDNAF,"Canadian Tire Corporation, Limited",0.05,-7.84,8,0,35
CBC,"Central Bancompany, Inc.",0.74,5.55,65,45,66
OGC,OceanaGold Corporation,2.97,-1.91,15,13,78
THNOF,Technology One Limited,0.0,-2.63,37,21,73
CEVMF,CTS Eventim AG & Co. KGaA,0.0,18.37,98,98,7
AXTI,"AXT, Inc.",-10.84,30.22,6,0,99
VBREY,VBREY,-1.31,-10.46,0,0,78
CSXXY,CAR Group Limited,5.59,1.05,72,56,20
UOLGY,UOL Group Limited,1.17,-3.71,10,6,70
KGFHF,Kingfisher plc,0.0,2.45,46,32,23
KYMR,"Kymera Therapeutics, Inc.",-0.05,0.43,16,2,87
ESTC,Elastic N.V.,12.31,39.35,100,100,32
GIFLF,"Grifols, S.A.",0.0,5.2,65,37,21
PMOIF,Harbour Energy plc,0.0,-8.29,0,0,75
GIKLY,"Grifols, S.A.",11.35,9.85,100,100,22
GDS,GDS Holdings Limited,0.62,-16.15,10,8,44
TEO,Telecom Argentina S.A.,6.52,23.2,100,100,80
GPTGF,The GPT Group,0.0,2.69,42,18,36
GTES,Gates Industrial Corporation plc,1.73,1.21,61,39,43
TXNM,"TXNM Energy, Inc.",-0.34,0.25,0,0,42
MHK,"Mohawk Industries, Inc.",-0.21,1.76,95,71,21
VLOWY,Vallourec S.A.,-4.91,-9.06,0,0,80
IDCC,"InterDigital, Inc.",0.53,-15.0,1,1,14
RNKGF,RNKGF,14.83,3.9,81,68,25
CELC,Celcuity Inc.,1.5,9.5,23,14,98
AUGO,Aura Minerals Inc.,1.83,-7.9,20,13,94
SBFFF,SBM Offshore N.V.,0.0,-7.84,0,0,81
RADLY,Raia Drogasil S.A.,-0.78,-13.12,14,12,33
EDNMY,Edenred SE,-1.1,9.31,89,84,53
VAL,Valaris Limited,-0.01,-9.17,0,0,87
MNESP,MSA Safety Incorporated,0.0,5.82,68,45,27
OTGLY,CD Projekt S.A.,-1.22,-16.96,0,0,29
OMF,"OneMain Holdings, Inc.",2.31,-4.09,39,17,38
GGPSF,GGPSF,2.15,-3.06,16,10,99
CAG,"Conagra Brands, Inc.",-0.75,-7.46,2,0,5
DSGX,The Descartes Systems Group Inc.,2.8,2.3,61,43,20
STWD,"Starwood Property Trust, Inc.",-0.06,-6.97,0,0,30
SGHC,Super Group (SGHC) Limited,-2.43,-3.94,0,0,64
RYN,Rayonier Inc.,-1.04,-1.51,35,11,29
CPB,The Campbell's Company,1.49,1.54,49,32,6
LDSCY,Land Securities Group Plc,-2.62,5.95,72,66,44
BSDGF,Bosideng International Holdings Limited,-3.57,0.56,38,22,23
SWX,"Southwest Gas Holdings, Inc.",-0.6,-7.67,0,0,49
ACA,"Arcosa, Inc.",-0.31,0.22,36,19,72
URBN,"Urban Outfitters, Inc.",-2.94,3.28,60,53,40
MDA,MDA Space Ltd.,-8.11,45.94,76,74,83
SNDR,"Schneider National, Inc.",-0.31,13.67,97,96,81
FSV,FirstService Corporation,-3.26,0.29,39,8,10
CNTA,Centessa Pharmaceuticals plc,-0.13,0.86,0,0,93
PTCT,"PTC Therapeutics, Inc.",3.94,13.51,60,49,68
SATLF,"ZOZO, Inc.",0.0,-6.27,7,0,1
PATH,"UiPath, Inc.",1.21,13.79,100,92,35
ONEXF,Onex Corporation,0.64,-3.7,20,14,43
CHDN,Churchill Downs Incorporated,-1.38,-13.64,18,13,19
GKOS,Glaukos Corporation,-2.98,-28.06,0,0,31
TOITF,Topicus.com Inc.,1.76,4.52,73,50,12
DBX,"Dropbox, Inc.",2.63,10.66,34,18,33
TOKUY,Tokyu Corporation,-23.06,-23.06,0,0,9
BRTHY,"Brother Industries, Ltd.",0.0,23.64,95,89,68
WH,"Wyndham Hotels & Resorts, Inc.",-2.84,-1.38,8,0,33
LNNGY,Li Ning Company Limited,2.0,-10.75,9,7,29
VCX,"Fundrise Growth Tech Fund, LLC",-3.91,122.6,57,55,97
COGT,"Cogent Biosciences, Inc.",-1.19,-2.32,43,29,96
EDNMF,Edenred SE,0.0,20.0,84,73,30
SKHCF,Sonic Healthcare Limited,0.0,-16.08,0,0,8
OSCR,"Oscar Health, Inc.",-0.45,20.42,49,40,85
CROX,"Crocs, Inc.",0.04,16.37,97,94,75
STEP,StepStone Group Inc.,-1.56,-6.79,0,0,26
CPA,"Copa Holdings, S.A.",1.74,25.03,100,100,66
MNTHF,Minth Group Limited,0.0,3.09,40,24,86
GLAPY,Glanbia plc,0.0,15.66,87,77,82
SQNXF,"Square Enix Holdings Co., Ltd.",0.13,0.13,56,40,3
CE,Celanese Corporation,-0.26,-21.59,2,1,56
TGTX,"TG Therapeutics, Inc.",-2.27,12.31,27,10,68
HLBBF,H. Lundbeck A/S,0.0,5.65,78,59,66
MRUWY,MRUWY,1.96,-4.12,53,46,80
M,"Macy's, Inc.",-3.07,11.3,81,79,79
ENREF,Energix - Renewable Energies Ltd.,41.57,43.62,100,100,96
WKCMF,Wacker Chemie AG,4.69,5.48,36,30,81
ZETA,Zeta Global Holdings Corp.,13.43,24.27,100,100,79
ATOGF,AUTO1 Group SE,0.0,15.22,94,91,13
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",0.24,5.89,28,0,56
OUT,OUTFRONT Media Inc.,-0.74,4.51,0,0,85
NOVTU,Novanta Inc.,-0.42,16.86,74,60,75
CHE,Chemed Corporation,-3.06,0.47,0,0,27
RMSYF,Ramsay Health Care Limited,0.0,-1.56,0,0,50
EMLZF,Emmi AG,0.0,8.8,79,63,50
SMBMY,Seatrium Limited,0.0,-8.31,1,0,53
BAFBF,Balfour Beatty plc,0.0,6.18,79,67,81
TKECF,"Tokyo Electric Power Company Holdings, Incorporated",0.0,-7.41,0,0,15
BYCRF,"Baycurrent, Inc.",0.0,2.31,69,43,1
OBDC,Blue Owl Capital Corporation,1.35,-3.92,9,6,27
EUTLF,Eutelsat Communications S.A.,-10.9,72.99,73,71,85
NJR,New Jersey Resources Corporation,-0.56,-1.88,0,0,59
PIPR,Piper Sandler Companies,-0.78,-9.85,0,0,48
BBRYF,Burberry Group plc,0.0,-5.76,0,0,28
DLKGF,Delek Group Ltd.,0.0,-13.65,0,0,69
PREKF,PrairieSky Royalty Ltd.,-2.17,-5.68,0,0,71
HWC,Hancock Whitney Corporation,0.29,0.9,48,19,56
BXSL,Blackstone Secured Lending Fund,0.85,-4.31,5,3,25
PLUG,Plug Power Inc.,-4.13,26.2,77,75,96
OZKAP,Bank OZK,-1.0,-0.98,0,0,40
MARA,"MARA Holdings, Inc.",2.2,19.93,97,94,73
FUPBY,Fuchs SE,-0.61,-0.15,46,28,39
SSMXY,Sysmex Corporation,0.46,0.0,63,44,9
ETCMY,Eutelsat Communications S.A.,-3.46,72.39,85,83,88
BC,Brunswick Corporation,0.16,6.03,94,70,73
MCY,Mercury General Corporation,1.55,0.74,15,12,69
LB,LandBridge Company LLC,-6.73,2.11,30,20,50
HOMB,"Home BancShares, Inc.",-0.45,0.39,36,10,29
FINN,"First National of Nebraska, Inc.",0.06,-1.4,0,0,70
THKLY,"THK Co., Ltd.",0.0,35.18,94,85,89
AVAL,Grupo Aval Acciones y Valores S.A.,-1.41,4.0,75,69,75
EPAM,"EPAM Systems, Inc.",1.02,-9.95,43,34,3
HRSEF,"Hirose Electric Co.,Ltd.",0.0,0.0,0,0,1
TKMTY,TKMTY,-8.37,-5.96,0,0,7
CBUMF,China National Building Material Company Limited,5.51,44.84,65,59,80
RUSHB,"Rush Enterprises, Inc.",-2.08,-10.67,0,0,57
LNNGF,Li Ning Company Limited,0.0,-18.0,0,0,16
VCTR,"Victory Capital Holdings, Inc.",-0.63,7.69,37,0,74
NBCLF,"Nitto Boseki Co., Ltd.",-2.34,-22.04,10,7,99
EQPT,EquipmentShare.com Inc.,-8.84,-0.74,21,10,4
IPGDF,IGO Limited,1.84,18.57,100,100,90
PSMT,"PriceSmart, Inc.",-0.9,8.33,83,70,78
HASI,"HA Sustainable Infrastructure Capital, Inc.",-0.77,-2.26,1,0,78
RICOY,"Ricoh Company, Ltd.",0.86,17.75,99,78,37
RITM,Rithm Capital Corp.,0.65,-4.7,4,2,20
VSECU,VSE Corporation,3.21,5.08,39,29,24
GLBE,Global-E Online Ltd.,1.83,-2.33,42,31,18
HLPPY,Hang Lung Properties Limited,0.79,-9.16,9,6,35
ENGGY,"Enagás, S.A.",0.0,-0.8,18,0,65
ACHR,Archer Aviation Inc.,0.0,18.64,98,97,14
BOOT,"Boot Barn Holdings, Inc.",-0.53,-0.92,71,56,25
OTF,Blue Owl Technology Finance Corp.,1.83,-2.37,26,18,20
RNSHF,Renishaw plc,0.0,14.72,77,57,90
SEI,"Solaris Energy Infrastructure, Inc.",1.25,-5.82,6,5,92
CNVVF,Convatec Group PLC,0.0,-12.54,32,26,11
TOSCF,Tosoh Corporation,0.0,-5.88,0,0,1
GLNG,Golar LNG Limited,0.87,-9.53,3,2,65
DSVSF,Discovery Silver Corp.,4.9,0.49,19,17,86
SBRA,"Sabra Health Care REIT, Inc.",-1.92,-2.35,0,0,46
JAN,"Janus Living, Inc.",-2.8,2.02,0,0,58
VLMTY,Valmet Oyj,0.0,-10.34,0,0,14
BIPC,Brookfield Infrastructure Corporation,-0.2,13.47,75,49,29
MAPGF,Mapletree Logistics Trust,0.0,-1.12,98,94,40
TMICY,Trend Micro Incorporated,3.67,13.08,87,68,16
BTDPY,Barratt Redrow plc,-0.84,3.65,54,34,5
YKLTY,"Yakult Honsha Co.,Ltd.",-3.06,-8.56,0,0,35
HSYDF,Harmonic Drive Systems Inc.,3.78,46.62,87,85,98
WHITF,Whitehaven Coal Limited,0.0,1.01,36,24,75
CVLT,"Commvault Systems, Inc.",7.24,20.1,100,100,37
HRB,"H&R Block, Inc.",0.5,21.3,80,73,34
COLZF,COLZF,0.0,427.27,95,93,98
SR,Spire Inc.,-1.66,-9.78,0,0,36
OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",-0.4,-2.62,0,0,28
LBRDA,Liberty Broadband Corporation,-1.97,-12.1,3,0,2
SXT,Sensient Technologies Corporation,-2.37,0.53,0,0,58
HLNE,Hamilton Lane Incorporated,1.14,-5.28,7,4,4
PMNXF,Perseus Mining Limited,0.0,-8.86,0,0,60
PAGP,"Plains GP Holdings, L.P.",-1.42,1.32,22,11,74
PBF,PBF Energy Inc.,2.21,-5.5,23,18,83
ATDRY,Autotrader Group plc,3.57,-13.12,12,10,5
GMVHF,Entain Plc,1.38,-1.63,36,22,9
HSHZY,Hoshizaki Corporation,0.0,1.09,19,10,20
LBRT,Liberty Energy Inc.,0.69,-13.41,2,1,92
LEGIF,LEG Immobilien SE,-9.54,-5.59,0,0,14
MOHCY,Motor Oil (Hellas) Corinth Refineries S.A.,0.0,6.4,62,41,87
FNCNF,Fincantieri S.p.A.,0.0,-10.07,11,3,4
HISEF,"Hisense Home Appliances Group Co., Ltd.",0.0,-0.85,14,8,60
CAI,"Caris Life Sciences, Inc.",0.3,-12.0,33,26,4
TKC,Turkcell Iletisim Hizmetleri A.S.,0.88,-9.49,3,2,22
CHEOF,Cochlear Limited,6.82,11.65,45,33,1
FFIN,"First Financial Bankshares, Inc.",-0.06,1.27,38,14,36
DEXSF,DEXUS,0.0,-2.25,0,0,43
LAZ,"Lazard, Inc.",-3.27,-1.39,46,22,29
WHD,"Cactus, Inc.",-0.41,4.16,32,23,73
FBIN,"Fortune Brands Innovations, Inc.",-1.14,-3.25,64,48,7
ORLA,Orla Mining Ltd.,7.62,2.49,39,33,30
ACLS,"Axcelis Technologies, Inc.",-3.3,8.12,15,0,93
OCTV,Octave Intelligence plc,0.88,-21.68,2,2,9
CMZOF,"Corporación Moctezuma, S.A.B. de C.V.",14.76,14.76,100,100,99
PI,"Impinj, Inc.",-3.75,4.2,59,45,53
SKBNF,Shikun & Binui Ltd.,0.0,21.23,94,89,91
MIR,"Mirion Technologies, Inc.",6.9,-7.44,29,23,14
BKEAF,"The Bank of East Asia, Limited",0.0,2.98,12,0,41
REYN,Reynolds Consumer Products Inc.,-1.95,4.45,12,0,24
DNPUF,"Sumitomo Pharma Co., Ltd.",0.0,-12.5,0,0,25
TTCIF,Titan S.A.,0.77,-15.63,13,3,54
RDN,Radian Group Inc.,-1.47,-4.69,0,0,34
CSW,"CSW Industrials, Inc.",-2.57,-4.89,38,22,30
NGXXF,NGEx Minerals Ltd.,3.91,11.93,67,60,71
SAIC,Science Applications International Corporation,0.48,7.68,100,84,45
SPGDF,Springer Nature AG & Co. KGaA,8.41,16.66,31,17,62
AIR,AAR Corp.,-2.04,2.04,47,33,76
MONDY,Mondi plc,-0.2,-2.26,14,3,9
SHC,Sotera Health Company,-0.7,0.51,2,0,37
KNF,Knife River Corporation,-0.3,-15.17,22,15,22
FLIDY,FLSmidth & Co. A/S,-0.13,-5.66,47,31,61
ACIW,"ACI Worldwide, Inc.",3.0,1.04,34,23,34
NPIFF,Northland Power Inc.,0.02,-1.25,27,6,63
KBR,"KBR, Inc.",1.48,-6.78,42,33,9
MAUTF,Montage Gold Corp.,7.56,22.84,100,99,95
MDU,"MDU Resources Group, Inc.",-2.14,-6.44,0,0,59
PONY,Pony AI Inc.,0.7,1.62,63,51,4
MCARY,"Mercari, Inc.",4.7,9.02,86,69,83
LIMAF,Linamar Corporation,0.0,20.94,90,71,75
MRVGF,Mirvac Group,0.0,-6.69,0,0,10
EPR,EPR Properties,-0.83,2.77,0,0,46
PFSI,"PennyMac Financial Services, Inc.",-2.91,-6.78,0,0,12
HNGE,"Hinge Health, Inc.",2.29,26.03,87,74,69
TCBI,"Texas Capital Bancshares, Inc.",-0.24,-1.2,19,3,60
MAT,"Mattel, Inc.",0.34,-0.93,2,0,11
NRSDY,Nordic Semiconductor ASA,-0.07,8.02,38,28,88
VVV,Valvoline Inc.,-1.26,1.56,24,12,25
PVH,PVH Corp.,-3.63,2.01,76,60,68
JTKWY,Just Eat Takeaway.com N.V.,0.0,-4.56,32,23,22
BCO,The Brink's Company,-2.86,-2.32,0,0,32
WING,Wingstop Inc.,-0.41,-4.09,77,65,2
AXXTF,Axiata Group Berhad,0.0,-21.47,0,0,27
FHI,"Federated Hermes, Inc.",1.06,-2.81,45,11,56
PLNT,"Planet Fitness, Inc.",1.15,-19.74,35,27,2
TNL,Travel + Leisure Co.,-0.44,5.17,75,53,51
APEMY,Aperam S.A.,0.0,28.46,96,92,89
HKMPY,Hikma Pharmaceuticals PLC,-0.18,5.29,18,0,27
RXO,"RXO, Inc.",-1.24,28.09,95,95,90
RELY,"Remitly Global, Inc.",0.1,-8.54,0,0,65
LBTYA,Liberty Global Ltd.,2.46,8.03,83,54,51
KKKUF,"Kakaku.com, Inc.",0.0,38.0,89,83,83
SOOBF,Sapporo Holdings Limited,0.0,9.6,84,69,1
SLMBP,SLM Corporation,-0.13,-0.15,0,0,41
TWST,Twist Bioscience Corporation,-3.13,14.41,88,87,93
TDS,"Telephone and Data Systems, Inc.",-0.51,-13.2,0,0,31
FULT,Fulton Financial Corporation,0.56,0.46,38,15,61
GNNSF,Genscript Biotech Corporation,18.75,33.8,100,100,44
FMCCK,Federal Home Loan Mortgage Corporation,0.0,1.61,0,0,11
FMCCI,Federal Home Loan Mortgage Corporation,-2.7,-5.19,0,0,8
FMCC,Federal Home Loan Mortgage Corporation,-1.55,-10.42,0,0,12
FMCKK,Federal Home Loan Mortgage Corporation PFD,0.0,3.87,9,0,12
FMCKM,Federal Home Loan Mortgage Corporation,0.52,5.46,28,22,13
FMCCO,Federal Home Loan Mortgage Corporation,0.0,-6.15,0,0,16
FMCCL,Federal Home Loan Mortgage Corporation,-2.1,-9.39,0,0,7
ITVPY,ITV plc,3.13,4.34,83,58,60
SRAD,Sportradar Group AG,1.23,1.23,37,21,3
NCTKF,Nabtesco Corporation,0.0,41.76,76,71,90
WPP,WPP plc,-0.96,2.82,57,37,13
JGCCY,JGC Holdings Corporation,0.0,37.64,97,95,86
NCTKY,Nabtesco Corporation,0.6,6.1,82,74,86
NINOF,Nikon Corporation,-2.77,-5.12,0,0,1
ESYJY,easyJet plc,9.68,18.99,100,100,21
OPLN,"OPENLANE, Inc.",1.17,21.18,86,65,82
BBWI,"Bath & Body Works, Inc.",-1.67,2.98,90,75,15
LMGIF,Lumine Group Inc.,4.45,4.66,75,53,6
PII,Polaris Inc.,0.76,6.49,100,77,76
RUM,Rumble Inc.,-2.85,22.05,75,72,80
GCWOF,"GCC, S.A.B. de C.V.",0.0,-2.87,0,0,67
USAC,"USA Compression Partners, LP",-4.14,0.22,0,0,56
NDGPY,Nine Dragons Paper (Holdings) Limited,0.0,10.22,96,94,75
SEZL,Sezzle Inc.,-0.71,48.43,96,95,86
KTB,"Kontoor Brands, Inc.",-2.68,-2.17,49,40,42
GCPEF,GCL Technology Holdings Limited,0.0,-14.29,41,36,17
MWA,"Mueller Water Products, Inc.",-0.59,-9.37,0,0,25
BBAR,Banco BBVA Argentina S.A.,4.14,28.68,100,100,69
LRN,"Stride, Inc.",0.45,-4.92,36,17,29
CRK,"Comstock Resources, Inc.",-2.34,-23.48,1,0,3
HLPMF,HELLENiQ ENERGY Holdings S.A.,0.0,11.84,98,97,79
VEON,VEON Ltd.,-0.74,12.87,76,64,39
SNPHY,"Santen Pharmaceutical Co., Ltd.",2.65,12.64,70,66,56
TTVSY,TTVSY,3.93,0.94,27,18,15
QLYS,"Qualys, Inc.",8.89,25.72,100,100,27
BELFB,Bel Fuse Inc.,-0.88,-0.48,32,20,94
NPSKY,NSK Ltd.,6.28,-2.66,52,42,72
WYNMF,"Wynn Macau, Limited",2.82,2.82,47,22,28
ATMU,Atmus Filtration Technologies Inc.,-2.09,-26.13,0,0,28
INDB,Independent Bank Corp.,-0.01,1.4,38,6,56
MRX,MRX,2.2,-0.49,19,12,77
WYNMY,"Wynn Macau, Limited",1.66,4.11,47,21,30
HAFN,Hafnia Limited,-1.67,-14.14,0,0,75
GPI,"Group 1 Automotive, Inc.",-3.09,-11.36,2,0,12
NG,NovaGold Resources Inc.,3.0,6.33,46,38,64
EE,"Excelerate Energy, Inc.",-0.72,-5.41,0,0,49
ARIS,Aris Mining Corporation,5.78,1.34,29,25,88
BOX,"Box, Inc.",6.77,11.4,100,78,27
KNSA,"Kiniksa Pharmaceuticals International, plc",-4.84,-10.04,0,0,75
ASMOF,ASMOF,0.62,34.82,100,100,76
EDVGF,Endeavour Group Limited,-6.14,-14.49,0,0,11
STUB,"StubHub Holdings, Inc.",0.61,35.25,87,82,7
PEYUF,Peyto Exploration & Development Corp.,-0.95,-5.6,0,0,61
PALAF,Paladin Energy Ltd,1.87,-4.66,25,20,81
FG,"F&G Annuities & Life, Inc.",0.43,-3.21,2,0,38
SA,Seabridge Gold Inc.,5.54,22.04,100,93,87
ITRI,"Itron, Inc.",-1.33,-1.58,22,3,10
SEYMF,"Solaria Energía y Medio Ambiente, S.A.",0.0,7.83,39,27,96
PIFMF,PT Indofood Sukses Makmur Tbk,0.0,-16.0,0,0,16
BBAJF,"Banco del Bajío, S.A., Institución de Banca Múltiple",-7.27,141.94,88,87,1
AAP,"Advance Auto Parts, Inc.",0.63,1.23,88,72,57
ADOOY,PT Alamtri Resources Indonesia Tbk,0.8,-10.44,3,2,46
NINOY,Nikon Corporation,-0.83,3.48,8,0,41
FSRPF,Frasers Property Limited,5.56,16.57,100,100,67
HEGIY,Hengan International Group Company Limited,-0.13,-6.55,0,0,28
ZLDPY,Zealand Pharma A/S,1.23,4.21,73,23,4
BHFAN,"Brighthouse Financial, Inc.",-2.14,-6.88,0,0,21
BHFAP,"Brighthouse Financial, Inc.",-1.49,-6.36,0,0,22
AFLYY,Air France-KLM SA,2.24,30.48,100,100,45
HIMX,"Himax Technologies, Inc.",-1.2,75.06,89,88,97
DRXGY,Drax Group plc,0.0,-0.1,16,6,62
AFRAF,Air France-KLM SA,0.0,25.35,96,93,40
RGRNF,Regis Resources Limited,9.05,-7.39,38,30,59
WGXRF,Westgold Resources Limited,3.24,-4.81,14,13,66
JPSWY,"The Japan Steel Works, Ltd.",-2.69,-12.64,18,13,13
INFQ,"Infleqtion, Inc.",-8.72,36.42,77,76,64
ORKA,"Oruka Therapeutics, Inc.",0.95,-14.44,3,2,97
IIJIY,Internet Initiative Japan Inc.,0.0,18.72,63,46,60
OGN,Organon & Co.,-0.07,0.83,0,0,90
DLO,DLocal Limited,1.63,-13.12,25,17,30
PBMRY,PT Bumi Resources Tbk,0.0,-25.17,0,0,63
ARX,Accelerant Holdings,-1.97,22.6,67,63,34
ANF,Abercrombie & Fitch Co.,-6.04,-9.53,30,20,12
APLE,"Apple Hospitality REIT, Inc.",-1.41,9.64,78,65,71
FIZZ,National Beverage Corp.,-0.67,8.09,84,52,30
ARCVF,Arcadis NV,-1.63,-5.66,2,0,33
BRCTF,BioArctic AB (publ),5.44,23.74,100,100,83
SMG,The Scotts Miracle-Gro Company,-2.45,-4.84,25,8,29
GBDC,"Golub Capital BDC, Inc.",0.53,-3.94,6,1,42
ASO,"Academy Sports and Outdoors, Inc.",-4.21,-3.72,35,16,40
MMTOY,Mitsubishi Motors Corporation,0.0,19.82,83,73,15
SKYW,"SkyWest, Inc.",-0.66,4.3,49,29,11
CLZNY,CLZNY,0.0,-4.78,5,0,25
HTWSF,HTWSF,4.87,20.97,76,65,87
SXI,SXI,0.56,1.6,97,70,74
CVI,"CVR Energy, Inc.",-1.19,0.54,27,20,72
IAC,IAC Inc.,-0.11,0.74,62,45,68
WSBCO,"WesBanco, Inc.",-0.76,-0.12,0,0,41
GPK,Graphic Packaging Holding Company,-2.26,18.15,83,66,5
CSQ,Calamos Strategic Total Return Fund,0.49,6.26,88,3,63
BTU,Peabody Energy Corporation,-7.04,1.78,60,57,72
SNYYF,Sany Heavy Equipment International Holdings Company Limited,-6.54,-35.48,0,0,24
CAKE,The Cheesecake Factory Incorporated,2.77,5.56,100,100,61
PEGRY,Pennon Group Plc,-1.09,-6.72,27,13,32
AAUC,Allied Gold Corporation,-3.72,-12.47,0,0,80
MMS,"Maximus, Inc.",-1.51,-5.1,20,8,9
UPST,"Upstart Holdings, Inc.",3.36,7.0,92,74,20
FFBC,First Financial Bancorp.,-0.26,1.59,27,1,65
CLCMF,Sinch AB (publ),0.0,43.88,80,73,81
THYCY,Taiheiyo Cement Corporation,8.19,25.45,100,100,45
TDC,Teradata Corporation,7.65,29.22,89,75,76
CNALF,CNALF,4.46,-4.15,17,6,83
PRMRY,Paramount Resources Ltd.,0.0,12.71,77,63,57
TNGX,"Tango Therapeutics, Inc.",9.9,1.67,35,32,98
BATRK,"Atlanta Braves Holdings, Inc.",-0.9,0.38,0,0,63
ERO,Ero Copper Corp.,1.94,17.76,68,56,84
TLX,Telix Pharmaceuticals Limited,-1.05,-14.27,0,0,32
HSAI,Hesai Group,-4.98,-16.67,0,0,10
VC,Visteon Corporation,-0.7,5.89,90,71,66
CZGZF,Colt CZ Group SE,0.0,0.98,0,0,88
CRVL,CorVel Corporation,0.18,7.47,55,39,20
CGNMF,CGN Mining Company Limited,-4.42,-19.01,2,0,45
UNFI,"United Natural Foods, Inc.",-2.12,2.66,35,17,86
TENB,"Tenable Holdings, Inc.",8.79,35.14,100,100,62
PRK,Park National Corporation,0.19,0.29,28,5,45
VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",0.17,-1.21,12,0,53
KURRY,"Kuraray Co., Ltd.",0.0,6.62,64,39,29
YAMCF,Yamaha Corporation,0.0,-6.51,0,0,35
EQGPF,EQB Inc.,-1.06,-5.01,13,6,61
BXMT,"Blackstone Mortgage Trust, Inc.",0.0,-3.74,4,0,36
GRAL,"GRAIL, Inc.",-3.03,31.57,86,84,83
BKD,Brookdale Senior Living Inc.,-1.23,-10.38,0,0,75
BGSI,Boyd Group Services Inc.,2.15,-11.12,36,27,4
WLHSF,WLHSF,128.87,495.51,100,100,98
ULVAF,"ULVAC, Inc.",0.0,34.19,99,98,49
JSGRY,LIXIL Corporation,-4.67,1.16,10,0,15
HYPMY,Hypera S.A.,-1.14,-7.25,0,0,33
EFXT,Enerflex Ltd.,0.0,-6.98,0,0,94
APAM,Artisan Partners Asset Management Inc.,0.51,2.11,35,4,26
VGPBF,VGP NV,0.0,-1.38,23,13,22
AWR,American States Water Company,1.17,3.32,23,10,43
MITFY,Mitie Group plc,-0.83,2.25,25,0,51
WRBY,Warby Parker Inc.,-4.67,10.85,25,16,47
BCCLF,"Becle, S.A.B. de C.V.",1.95,4.63,59,41,7
TTAM,Titan America SA,-0.61,-1.33,39,23,36
LFST,"LifeStance Health Group, Inc.",-1.28,1.85,13,6,65
JNPKF,Jenoptik AG,0.0,33.33,86,79,95
KALU,Kaiser Aluminum Corporation,-1.04,6.81,68,53,93
CSAN,Cosan S.A.,-3.54,-25.56,0,0,3
BANC,"Banc of California, Inc.",1.53,2.62,39,14,61
BKFKF,P/F Bakkafrost,0.0,5.99,87,71,52
TE,T1 Energy Inc.,-2.4,120.0,91,91,98
ADEA,Adeia Inc.,-1.8,-15.98,0,0,91
TNIPF,TNIPF,6.97,7.59,21,14,48
SGAMY,Sega Sammy Holdings Inc.,3.06,-1.07,37,24,12
LYSFF,Lerøy Seafood Group ASA,0.0,2.21,0,0,39
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,0.21,2.42,32,1,52
SMIZF,"Meliá Hotels International, S.A.",0.0,1.92,11,0,88
WT,"WisdomTree, Inc.",3.59,12.24,62,41,85
BKV,BKV Corporation,-0.34,-15.83,0,0,38
RMTHF,Matrix IT Ltd.,-1.54,6.93,65,54,27
HTGC,"Hercules Capital, Inc.",0.19,-0.8,0,0,36
QNTQF,QinetiQ Group plc,0.0,-6.83,0,0,18
NHC,National HealthCare Corporation,-0.23,6.42,34,17,82
TROLB,"Tootsie Roll Industries, Inc.",0.0,11.43,28,8,37
BOSSY,Hugo Boss AG,4.36,5.71,65,51,34
WOLF,"Wolfspeed, Inc.",-8.87,100.74,59,57,97
EOSE,"Eos Energy Enterprises, Inc.",-6.23,25.82,77,74,70
TCAPF,TP ICAP Group PLC,0.0,11.11,81,69,64
JPC,Nuveen Preferred & Income Opportunities Fund,0.13,0.55,18,0,41
PENG,"Penguin Solutions, Inc.",3.26,83.59,100,100,97
UE,Urban Edge Properties,-0.93,2.37,56,18,60
VBVBF,Verbio SE,0.0,2.44,36,30,96
PARR,"Par Pacific Holdings, Inc.",-0.57,-14.48,0,0,89
NN,NextNav Inc.,-7.53,11.28,33,18,79
RH,RH,-0.44,12.53,96,95,13
AZLGY,AZLGY,0.0,-1.16,0,0,15
GPCR,Structure Therapeutics Inc.,-2.07,-5.09,28,17,71
