ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs,sector,industry
NVDA,NVIDIA Corporation,-0.1,7.99,100,100,58,Technology,Semiconductors
AAPL,Apple Inc,0.45,-1.2,10,12,69,Technology,Computer Manufacturing
AVGO,Broadcom Inc,0.55,4.85,100,100,68,Technology,Semiconductors
META,Meta Platforms Inc,0.19,-6.58,23,23,18,Technology,Computer Software: Programming Data Processing
AMD,Advanced Micro Devices,1.5,-10.51,32,27,96,Technology,Semiconductors
ASMLF,ASML Holding N.V.,2.22,-4.5,37,26,91,Technology,Semiconductor Equipment & Materials
XOM,XOM,2.12,12.64,57,56,70,Energy,Integrated oil Companies
TCTZF,Tencent Holdings Limited,-1.01,2.08,59,57,18,Communication Services,Internet Content & Information
MA,MA,0.96,10.08,64,64,51,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,-0.54,-13.42,44,46,94,Technology,Industrial Machinery/Components
PLTR,Palantir Technologies Inc.,-1.58,20.83,83,87,37,Technology,Computer Software: Prepackaged Software
CVX,Chevron Corporation,1.51,8.72,42,46,59,Energy,Integrated oil Companies
AMAT,"Applied Materials, Inc.",-1.27,-10.39,44,46,96,Technology,Semiconductors
KO,KO,0.02,5.11,29,34,67,Consumer Staples,Beverages (Production/Distribution)
RHHBY,Roche Holding AG,-0.43,7.98,67,64,71,Healthcare,Drug Manufacturers - General
RHHBF,Roche Holding AG,-0.99,2.58,24,30,53,Healthcare,Drug Manufacturers - General
ACGBY,Agricultural Bank of China Limited,0.37,7.95,30,37,42,Financial Services,Banks - Diversified
BABAF,Alibaba Group Holding Limited,1.2,8.77,61,64,14,Consumer Cyclical,Internet Retail
CYATY,CYATY,-4.25,-1.57,45,55,28,Industrials,Electrical Equipment & Parts
CICHY,China Construction Bank Corporation,0.89,9.66,41,45,51,Financial Services,Banks - Diversified
CICHF,China Construction Bank Corporation,0.0,13.86,61,57,52,Financial Services,Banks - Diversified
SFTBF,SoftBank Group Corp.,-7.02,-8.77,33,32,5,Communication Services,Telecom Services
NVS,Novartis AG,-0.15,-0.27,10,22,61,Health Care,Biotechnology: Pharmaceutical Preparations
SFTBY,SoftBank Group Corp.,-2.26,-5.34,57,62,59,Communication Services,Telecom Services
NVSEF,Novartis AG,0.0,-5.05,17,25,59,Healthcare,Drug Manufacturers - General
BACHY,Bank of China Limited,0.6,5.4,21,32,57,Financial Services,Banks - Diversified
KLAC,KLA Corporation,0.22,-15.82,25,21,90,Technology,Electronic Components
TOYOF,Toyota Motor Corporation,1.6,8.25,59,57,23,Consumer Cyclical,Auto Manufacturers
LRLCF,L'Oréal S.A.,1.59,4.59,37,47,38,Consumer Defensive,Household & Personal Products
SMAWF,Siemens Aktiengesellschaft,-2.9,2.37,33,42,49,Industrials,Specialty Industrial Machinery
PANW,"Palo Alto Networks, Inc.",-0.87,6.26,72,81,96,Technology,Computer peripheral equipment
BHP,BHP Group Limited,-1.66,10.0,80,80,83,Energy,Coal Mining
AXP,American Express Company,-1.83,-1.19,11,8,42,Finance,Finance: Consumer Services
SAP,SAP SE,1.08,25.87,100,97,26,Technology,Computer Software: Prepackaged Software
APP,AppLovin Corporation,-19.66,-35.5,0,0,6,Technology,Computer Software: Programming Data Processing
ADI,ADI,-0.1,-4.15,29,34,77,Technology,Semiconductors
HESAF,Hermès International Société en commandite par actions,3.75,1.79,35,38,13,Consumer Cyclical,Luxury Goods
CMWAY,Commonwealth Bank of Australia,0.41,7.63,50,58,45,Financial Services,Banks - Diversified
PEP,"PepsiCo, Inc.",-0.24,0.42,4,19,22,Consumer Staples,Beverages (Production/Distribution)
IDEXF,"Industria de Diseño Textil, S.A.",0.12,6.04,91,82,63,Consumer Cyclical,Apparel Retail
ABLZF,ABB Ltd,0.73,-2.65,49,52,71,Industrials,Electrical Equipment & Parts
RIO,Rio Tinto Group,-1.83,11.35,81,84,73,Basic Materials,Metal Mining
TMO,TMO,0.38,10.54,61,59,62,Industrials,Industrial Machinery/Components
AMGN,Amgen Inc.,-0.73,11.34,92,79,77,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RTPPF,Rio Tinto Group,1.54,4.16,100,83,72,Basic Materials,Other Industrial Metals & Mining
DIS,DIS,2.87,8.85,100,86,25,Consumer Discretionary,Services-Misc. Amusement & Recreation
TJX,"The TJX Companies, Inc.",1.34,7.4,50,51,56,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ALIZY,Allianz SE,0.28,4.81,66,62,70,Financial Services,Insurance - Diversified
EADSY,Airbus SE,-1.15,8.97,77,69,55,Industrials,Aerospace & Defense
SMEGF,Siemens Energy AG,0.29,-3.79,44,42,50,Industrials,Specialty Industrial Machinery
DTEGY,Deutsche Telekom AG,5.43,16.31,100,94,37,Communication Services,Telecom Services
FRCOF,"Fast Retailing Co., Ltd.",2.13,-8.08,53,51,76,Consumer Cyclical,Apparel Retail
GLW,GLW,0.31,-18.3,42,44,90,Industrials,Telecommunications Equipment
SHOP,Shopify Inc.,2.22,19.7,100,100,71,Technology,Computer Software: Prepackaged Software
IBDSF,"Iberdrola, S.A.",1.65,-0.99,25,22,58,Utilities,Utilities - Diversified
RYCEY,Rolls-Royce Holdings plc,-1.86,6.84,84,87,77,Industrials,Aerospace & Defense
TOELY,Tokyo Electron Limited,-4.1,-21.98,22,20,89,Technology,Semiconductor Equipment & Materials
SAFRY,Safran SA,-1.32,4.94,85,77,67,Industrials,Aerospace & Defense
HTHIY,"Hitachi, Ltd.",0.87,17.88,100,100,53,Industrials,Conglomerates
WELL,Welltower Inc.,-0.53,1.67,17,22,73,Real Estate,Real Estate Investment Trusts
UBER,"Uber Technologies, Inc.",3.36,-5.22,30,28,13,Consumer Discretionary,Business Services
CIHHF,"China Merchants Bank Co., Ltd.",0.0,5.9,39,47,36,Financial Services,Banks - Regional
DBSDY,DBS Group Holdings Ltd,1.59,7.17,52,53,86,Financial Services,Banks - Regional
COP,ConocoPhillips,1.5,8.09,41,47,61,Energy,Integrated oil Companies
PLDGP,"Prologis, Inc.",0.16,-1.95,5,11,33,Real Estate,REIT - Industrial
BBVXF,"Banco Bilbao Vizcaya Argentaria, S.A.",2.35,12.91,87,95,83,Financial Services,Banks - Diversified
BTAFF,British American Tobacco p.l.c.,6.43,-2.03,50,45,47,Consumer Defensive,Tobacco
BKNG,Booking Holdings Inc.,0.18,18.16,86,77,56,Consumer Discretionary,Transportation Services
NOW,"ServiceNow, Inc.",0.11,7.82,82,74,32,Technology,Computer Software: Prepackaged Software
CFRUY,Compagnie Financière Richemont SA,-1.4,5.35,52,59,76,Consumer Cyclical,Luxury Goods
IFNNF,Infineon Technologies AG,-0.93,-15.36,21,17,85,Technology,Semiconductors
IFNNY,Infineon Technologies AG,-1.02,-17.69,20,15,86,Technology,Semiconductors
KYCCF,Keyence Corporation,-1.54,14.33,92,94,79,Technology,Scientific & Technical Instruments
VRT,Vertiv Holdings Co,-1.0,-15.05,45,49,79,Technology,Industrial Machinery/Components
PDD,PDD Holdings Inc.,-0.1,5.79,70,62,12,Technology,EDP Services
ENNPF,Enbridge Inc.,0.0,0.55,4,17,47,Energy,Oil & Gas Midstream
ZIJMF,Zijin Mining Group Company Limited,3.37,16.32,63,65,44,Basic Materials,Gold
ENB,ENB,-0.46,-5.29,0,0,43,Energy,Natural Gas Distribution
ADTTF,Advantest Corporation,6.07,15.68,100,100,93,Technology,Semiconductor Equipment & Materials
NEM,Newmont Corporation,1.09,11.2,100,100,57,Basic Materials,Precious Metals
BMY,Bristol-Myers Squibb Company,0.82,10.72,66,66,77,Health Care,Biotechnology: Pharmaceutical Preparations
CVS,CVS Health Corporation,-2.93,-5.83,0,0,77,Consumer Staples,Retail-Drug Stores and Proprietary Stores
ACN,Accenture plc,0.22,23.05,75,70,11,Consumer Discretionary,Business Services
ENLAY,Enel SpA,-0.44,1.81,0,33,53,Utilities,Utilities - Diversified
PGR,The Progressive Corporation,1.21,-6.18,20,33,44,Finance,Property-Casualty Insurers
AAGIY,AIA Group Limited,-1.62,1.43,0,14,17,Financial Services,Insurance - Life
BP,BP p.l.c.,2.48,9.55,35,43,56,Energy,Integrated oil Companies
PH,Parker-Hannifin Corporation,7.31,12.71,100,100,78,Industrials,Metal Fabrications
BPAQF,BP p.l.c.,1.43,13.83,58,60,52,Energy,Oil & Gas Integrated
ZFSVF,Zurich Insurance Group AG,-0.13,-2.74,0,2,41,Financial Services,Insurance - Diversified
CEG,Constellation Energy Corporation,-1.52,4.13,17,35,11,Utilities,Electric Utilities: Central
HWM,Howmet Aerospace Inc.,-0.58,5.83,56,64,83,Industrials,Metal Fabrications
BAMGF,Brookfield Corporation,0.0,0.0,3,12,56,Financial Services,Asset Management
FTNT,"Fortinet, Inc.",-2.45,-2.21,30,38,95,Technology,Computer peripheral equipment
CME,CME Group Inc.,-0.17,10.27,57,55,25,Finance,Investment Bankers/Brokers/Service
FDX,FDX,1.66,1.62,28,27,81,Consumer Discretionary,Air Freight/Delivery Services
SHECY,"Shin-Etsu Chemical Co., Ltd.",0.05,-11.51,21,17,48,Basic Materials,Chemicals
AXAHY,AXA SA,0.6,2.73,22,37,64,Financial Services,Insurance - Diversified
MDT,MDT,-0.08,4.28,43,45,35,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHDRF,Christian Dior SE,0.0,-5.88,2,10,18,Consumer Cyclical,Luxury Goods
ESLOY,EssilorLuxottica Société anonyme,-0.39,0.86,65,60,7,Healthcare,Medical Instruments & Supplies
ITOCF,ITOCHU Corporation,3.52,10.67,71,72,4,Industrials,Conglomerates
MITSY,"Mitsui & Co., Ltd.",0.74,5.19,36,47,38,Industrials,Conglomerates
SBKFF,State Bank of India,0.0,-0.51,64,49,36,Financial Services,Banks - Regional
INGVF,ING Groep N.V.,0.0,1.16,50,54,76,Financial Services,Banks - Diversified
AEM,Agnico Eagle Mines Limited,1.49,12.68,100,100,29,Basic Materials,Precious Metals
UPS,UPS,-4.18,-6.81,0,0,49,Industrials,Trucking Freight/Courier Services
PROSF,Prosus N.V.,0.0,-3.91,40,29,10,Consumer Cyclical,Internet Retail
ATLPF,Atlas Copco AB (publ),0.0,12.93,91,81,82,Industrials,Specialty Industrial Machinery
ATLCY,Atlas Copco AB (publ),-1.49,11.18,87,88,69,Industrials,Specialty Industrial Machinery
CMI,Cummins Inc.,-0.96,-4.37,18,24,72,Industrials,Industrial Machinery/Components
MGCLY,MGCLY,0.24,10.04,55,54,70,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
ADP,"Automatic Data Processing, Inc.",1.27,13.36,65,62,65,Industrials,Diversified Commercial Services
ING,ING,-0.58,9.88,85,82,82,Finance,Commercial Banks
BCMXY,"Bank of Communications Co., Ltd.",0.0,0.0,6,16,28,Financial Services,Banks - Diversified
AMT,American Tower Corporation,1.86,3.76,16,22,24,Real Estate,Real Estate Investment Trusts
SNPMF,China Petroleum & Chemical Corporation,0.0,1.89,29,33,23,Energy,Oil & Gas Integrated
MNST,Monster Beverage Corporation,-0.32,-2.48,4,10,82,Consumer Staples,Beverages (Production/Distribution)
NET,"Cloudflare, Inc.",-2.91,3.13,43,61,80,Technology,Computer Software: Prepackaged Software
USB,U.S. Bancorp,-0.62,3.09,9,35,76,Finance,Major Banks
WM,"Waste Management, Inc.",2.1,-1.15,20,20,44,Utilities,Environmental Services
BCLYF,Barclays PLC,5.05,1.9,46,54,77,Financial Services,Banks - Diversified
AMXOF,"América Móvil, S.A.B. de C.V.",0.0,15.32,58,64,93,Communication Services,Telecom Services
OVCHY,Oversea-Chinese Banking Corporation Limited,1.9,7.18,44,47,91,Financial Services,Banks - Regional
NABZY,National Australia Bank Limited,0.2,9.98,79,79,47,Financial Services,Banks - Diversified
CHGCY,"Chugai Pharmaceutical Co., Ltd.",0.67,-7.84,7,9,10,Healthcare,Drug Manufacturers - General
NXPI,NXP Semiconductors N.V.,0.27,-20.22,6,5,26,Technology,Semiconductors
LLDTF,Lloyds Banking Group plc,0.64,8.28,72,71,85,Financial Services,Banks - Regional
RACE,Ferrari N.V.,0.12,8.7,87,81,57,Industrials,Auto Manufacturing
BAESF,BAE Systems plc,1.33,17.8,100,100,64,Industrials,Aerospace & Defense
NTTYY,"NTT, Inc.",1.76,6.07,43,47,27,Communication Services,Telecom Services
MMM,3M Company,-0.75,16.33,71,67,67,Health Care,Medical/Dental Instruments
EPD,Enterprise Products Partners L.P.,0.87,3.56,24,38,62,Utilities,Natural Gas Distribution
MCO,Moody's Corporation,-2.24,-2.85,0,0,35,Finance,Finance: Consumer Services
AMX,"América Móvil, S.A.B. de C.V.",-0.42,-6.32,0,0,45,Telecommunications,Telecommunications Equipment
MRSH,"Marsh & McLennan Companies, Inc.",0.95,8.59,50,48,52,Finance,Specialty Insurers
ENGQF,Engie SA,3.66,1.29,35,35,62,Utilities,Utilities - Diversified
ANZGY,ANZ Group Holdings Limited,0.15,7.96,58,58,55,Financial Services,Banks - Diversified
SHW,The Sherwin-Williams Company,-1.69,9.45,88,79,46,Consumer Discretionary,RETAIL: Building Materials
APO,"Apollo Global Management, Inc.",-1.35,6.8,57,70,28,Finance,Investment Managers
VLO,Valero Energy Corporation,0.2,8.15,48,56,93,Energy,Integrated oil Companies
CL,CL,-0.3,2.77,25,28,53,Consumer Discretionary,Package Goods/Cosmetics
ORLY,"O'Reilly Automotive, Inc.",-0.07,9.69,81,71,27,Consumer Discretionary,Auto & Home Supply Stores
B,B,0.78,12.33,100,100,70,Basic Materials,Precious Metals
EOG,"EOG Resources, Inc.",1.47,2.75,11,19,62,Energy,Oil & Gas Production
PSX,Phillips 66,1.47,8.27,52,53,87,Energy,Integrated oil Companies
F,F,-2.41,1.32,0,0,60,Industrials,Auto Manufacturing
TRP,TRP,0.06,-5.97,1,3,60,Utilities,Natural Gas Distribution
KMI,KMI,0.51,-2.55,8,10,50,Utilities,Natural Gas Distribution
AEP,"American Electric Power Company, Inc.",-0.96,-6.42,0,0,40,Utilities,Electric Utilities: Central
CTAS,Cintas Corporation,0.37,13.77,43,44,52,Industrials,Garments and Clothing
VALE,Vale S.A.,-1.47,3.52,18,30,54,Basic Materials,Metal Mining
WBD,"Warner Bros. Discovery, Inc.",1.66,-0.86,29,42,73,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,"Motorola Solutions, Inc.",8.2,13.63,100,100,58,Technology,Radio And Television Broadcasting And Communications Equipment
DHLGY,Deutsche Post AG,-0.75,-1.49,0,6,77,Industrials,Integrated Freight & Logistics
SPG,SPG,-1.33,0.96,0,16,69,Real Estate,Real Estate Investment Trusts
DPSTF,Deutsche Post AG,-0.45,0.23,0,15,79,Industrials,Integrated Freight & Logistics
WFAFY,Wesfarmers Limited,-0.78,1.59,16,42,64,Consumer Cyclical,Home Improvement Retail
HKXCY,Hong Kong Exchanges and Clearing Limited,-0.19,7.12,45,49,27,Financial Services,Financial Data & Stock Exchanges
FIX,FIX,-1.35,-3.81,37,29,90,Industrials,Engineering & Construction
MFC,Manulife Financial Corporation,0.29,7.45,60,58,76,Finance,Life Insurance
MQBKY,Macquarie Group Limited,-0.31,6.78,96,76,72,Financial Services,Capital Markets
TEL,TEL,-1.35,8.13,62,60,31,Technology,Electronic Components
APD,APD,1.64,1.38,36,33,48,Basic Materials,Major Chemicals
RSG,RSG,1.24,-4.16,12,15,33,Utilities,Environmental Services
STMEF,STMicroelectronics N.V.,0.42,-19.74,11,5,93,Technology,Semiconductors
WPM,Wheaton Precious Metals Corp.,2.02,13.24,100,100,46,Basic Materials,Precious Metals
TFC,Truist Financial Corporation,-0.49,2.37,5,30,55,Finance,Major Banks
CRWV,"CoreWeave, Inc.",-5.07,-4.87,77,78,6,Technology,Computer Software: Prepackaged Software
D,"Dominion Energy, Inc.",-2.15,-3.82,0,0,56,Utilities,Electric Utilities: Central
LHX,"L3Harris Technologies, Inc.",1.19,-0.12,22,22,27,Industrials,Industrial Machinery/Components
TER,TER,-1.16,6.1,76,81,95,Industrials,Electrical Products
CRARY,Crédit Agricole S.A.,-0.27,12.65,79,78,71,Financial Services,Banks - Regional
GWW,GWW,-0.19,-6.03,0,1,69,Industrials,Office Equipment/Supplies/Services
RELX,RELX PLC,-2.35,11.47,38,41,26,Consumer Discretionary,Business Services
MPNGY,Meituan,0.56,16.72,74,69,27,Consumer Cyclical,Internet Retail
TGT,TGT,-0.42,11.2,60,57,84,Consumer Discretionary,Department/Specialty Retail Stores
THLLY,Thales S.A.,0.86,17.14,100,100,49,Industrials,Aerospace & Defense
O,O,-0.54,-0.87,0,3,43,Real Estate,Real Estate Investment Trusts
RLXXF,RELX PLC,0.77,17.44,62,59,34,Industrials,Specialty Business Services
THLEF,Thales S.A.,3.07,11.21,100,92,50,Industrials,Aerospace & Defense
SSUMF,Sumitomo Corporation,0.0,11.11,100,100,1,Industrials,Conglomerates
STRF,Strategy Inc,-0.5,-0.09,7,14,26,Technology,Computer Software: Prepackaged Software
STRK,Strategy Inc,0.52,8.05,80,66,10,Technology,Computer Software: Prepackaged Software
ANFGF,Antofagasta plc,-2.76,5.0,78,79,80,Basic Materials,Copper
MPLX,MPLX LP,1.91,5.65,75,66,66,Energy,Natural Gas Distribution
CMPGF,Compass Group PLC,0.0,1.05,46,41,43,Consumer Cyclical,Restaurants
FNCTF,Orange S.A.,6.99,-3.53,38,35,46,Communication Services,Telecom Services
CMPGY,Compass Group PLC,-2.14,1.69,27,26,41,Consumer Cyclical,Restaurants
FKURF,Fujikura Ltd.,-6.74,-1.24,73,77,99,Industrials,Conglomerates
VWAGY,Volkswagen AG,-0.57,5.3,47,50,13,Consumer Cyclical,Auto Manufacturers
DAL,DAL,-1.25,3.35,87,74,88,Consumer Discretionary,Air Freight/Delivery Services
SCGLY,Société Générale Société anonyme,-0.31,14.93,93,90,81,Financial Services,Banks - Regional
MET,"MetLife, Inc.",3.83,10.33,81,71,80,Finance,Life Insurance
ALL,The Allstate Corporation,3.98,10.65,69,63,83,Finance,Property-Casualty Insurers
OKE,"ONEOK, Inc.",0.79,-0.58,9,14,63,Utilities,Oil & Gas Production
GWLIF,Great-West Lifeco Inc.,-0.05,1.17,2,30,89,Financial Services,Insurance - Life
CTVA,"Corteva, Inc.",-2.3,-8.35,0,0,42,Consumer Staples,Farming/Seeds/Milling
BAMXF,Bayerische Motoren Werke Aktiengesellschaft,0.0,8.68,100,100,7,Consumer Cyclical,Auto Manufacturers
CBRS,Cerebras Systems Inc.,-1.4,6.43,65,68,4,Technology,Semiconductors
CVE,CVE,1.88,8.74,30,39,86,Energy,Oil & Gas Production
SDVKF,Sandvik AB (publ),0.0,-5.53,34,51,54,Industrials,Specialty Industrial Machinery
ARGNF,argenx SE,0.0,-7.52,2,8,65,Healthcare,Biotechnology
ARGX,argenx SE,0.85,-3.76,28,33,54,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BFFAF,BASF SE,0.0,10.42,75,68,55,Basic Materials,Chemicals
MCHP,Microchip Technology Incorporated,-4.41,-15.75,0,0,25,Technology,Semiconductors
NTDOF,"Nintendo Co., Ltd.",8.0,16.62,100,89,11,Communication Services,Electronic Gaming & Multimedia
SDVKY,Sandvik AB (publ),-2.19,-4.21,52,69,56,Industrials,Specialty Industrial Machinery
EA,EA,0.0,3.32,6,63,54,Consumer Discretionary,Services-Misc. Amusement & Recreation
TTDKF,TDK Corporation,-2.99,-10.1,45,48,99,Technology,Electronic Components
CTPCF,CITIC Limited,0.0,0.0,6,16,23,Industrials,Conglomerates
ETR,Entergy Corporation,-0.35,-6.53,0,0,45,Utilities,Electric Utilities: Central
EW,Edwards Lifesciences Corporation,0.39,-2.2,41,55,51,Health Care,Industrial Specialties
DRPRY,Dr. Ing. h.c. F. Porsche AG,1.77,-4.42,25,26,40,Consumer Cyclical,Auto Manufacturers
CCJ,CCJ,-0.69,-2.21,58,87,18,Basic Materials,Other Metals and Minerals
TTDKY,TDK Corporation,-3.91,-11.25,34,33,68,Technology,Electronic Components
FER,Ferrovial N.V.,-1.74,1.29,39,44,39,Industrials,Military/Government/Technical
CRZBY,Commerzbank AG,-2.68,3.24,58,63,59,Financial Services,Banks - Regional
AMSYF,ArcelorMittal S.A.,0.23,12.42,22,37,90,Basic Materials,Steel
UOVEF,United Overseas Bank Limited,0.0,8.97,55,55,75,Financial Services,Banks - Regional
MDLN,Medline Inc.,-5.88,-15.52,0,0,11,Health Care,Medical/Dental Instruments
RWNFF,RWE Aktiengesellschaft,1.98,0.95,22,34,62,Utilities,Utilities - Diversified
LNG,LNG,4.32,1.71,40,43,59,Utilities,Oil/Gas Transmission
LGRVF,Legrand SA,0.0,-7.07,3,9,19,Industrials,Electrical Equipment & Parts
FANUF,Fanuc Corporation,-0.3,-12.56,11,9,38,Industrials,Specialty Industrial Machinery
CAH,"Cardinal Health, Inc.",-0.66,1.66,74,59,78,Health Care,Other Pharmaceuticals
DGEAF,Diageo plc,2.91,15.0,78,70,32,Consumer Defensive,Beverages - Wineries & Distilleries
BIDU,"Baidu, Inc.",-1.6,-6.96,5,6,18,Technology,Computer Software: Programming Data Processing
GPDNF,Danone S.A.,0.0,-8.21,3,9,23,Consumer Defensive,Packaged Foods
ERIXF,Telefonaktiebolaget LM Ericsson (publ),0.0,-10.27,24,36,30,Technology,Communication Equipment
FITBO,Fifth Third Bancorp,-0.39,-0.28,0,6,32,Finance,Major Banks
FITBI,Fifth Third Bancorp,0.04,1.03,5,11,35,Finance,Major Banks
LGRDY,Legrand SA,0.68,-1.08,59,87,25,Industrials,Electrical Equipment & Parts
