ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs,sector,industry
NVDA,NVIDIA Corporation,0.54,8.63,98,92,52,Technology,Semiconductors
AAPL,Apple Inc,1.0,-8.32,2,0,55,Technology,Computer Manufacturing
AVGO,Broadcom Inc,0.43,11.58,70,64,59,Technology,Semiconductors
META,Meta Platforms Inc,2.78,-10.47,27,17,17,Technology,Computer Software: Programming Data Processing
AMD,Advanced Micro Devices,0.02,-3.58,21,8,95,Technology,Semiconductors
ASMLF,ASML Holding N.V.,1.71,6.61,84,70,92,Technology,Semiconductor Equipment & Materials
XOM,XOM,-0.71,8.67,39,21,68,Energy,Integrated oil Companies
TCTZF,Tencent Holdings Limited,-1.07,-4.59,0,0,9,Communication Services,Internet Content & Information
MA,MA,1.31,2.81,26,21,46,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,3.34,5.0,100,98,95,Technology,Industrial Machinery/Components
PLTR,Palantir Technologies Inc.,4.66,33.15,100,100,65,Technology,Computer Software: Prepackaged Software
CVX,Chevron Corporation,0.56,7.53,58,38,63,Energy,Integrated oil Companies
AMAT,"Applied Materials, Inc.",-2.48,-4.7,54,46,95,Technology,Semiconductors
KO,KO,0.82,2.94,23,20,62,Consumer Staples,Beverages (Production/Distribution)
RHHBY,Roche Holding AG,-1.8,9.88,48,44,68,Healthcare,Drug Manufacturers - General
RHHBF,Roche Holding AG,0.0,10.32,60,49,68,Healthcare,Drug Manufacturers - General
ACGBY,Agricultural Bank of China Limited,1.47,5.91,12,16,37,Financial Services,Banks - Diversified
BABAF,Alibaba Group Holding Limited,-10.53,5.59,27,30,9,Consumer Cyclical,Internet Retail
CYATY,CYATY,-0.14,8.93,61,55,37,Industrials,Electrical Equipment & Parts
CICHY,China Construction Bank Corporation,0.76,7.38,24,26,47,Financial Services,Banks - Diversified
CICHF,China Construction Bank Corporation,3.48,7.21,76,61,65,Financial Services,Banks - Diversified
SFTBF,SoftBank Group Corp.,2.86,-4.59,55,53,6,Communication Services,Telecom Services
NVS,Novartis AG,-0.39,-1.08,0,0,57,Health Care,Biotechnology: Pharmaceutical Preparations
SFTBY,SoftBank Group Corp.,2.81,-4.77,60,60,57,Communication Services,Telecom Services
NVSEF,Novartis AG,0.0,2.77,40,34,65,Healthcare,Drug Manufacturers - General
BACHY,Bank of China Limited,1.52,3.4,8,12,55,Financial Services,Banks - Diversified
KLAC,KLA Corporation,0.54,-4.56,57,49,90,Technology,Electronic Components
TOYOF,Toyota Motor Corporation,-0.63,6.61,36,31,23,Consumer Cyclical,Auto Manufacturers
LRLCF,L'Oréal S.A.,-3.64,2.24,0,9,31,Consumer Defensive,Household & Personal Products
SMAWF,Siemens Aktiengesellschaft,-1.23,5.89,35,34,51,Industrials,Specialty Industrial Machinery
PANW,"Palo Alto Networks, Inc.",2.32,11.87,100,100,96,Technology,Computer peripheral equipment
BHP,BHP Group Limited,-3.21,7.2,48,42,81,Energy,Coal Mining
AXP,American Express Company,-0.12,-4.13,8,0,41,Finance,Finance: Consumer Services
SAP,SAP SE,2.51,34.23,96,93,34,Technology,Computer Software: Prepackaged Software
APP,AppLovin Corporation,2.93,-28.04,5,4,3,Technology,Computer Software: Programming Data Processing
ADI,ADI,-0.85,0.17,31,12,73,Technology,Semiconductors
HESAF,Hermès International Société en commandite par actions,-3.9,-6.98,0,0,9,Consumer Cyclical,Luxury Goods
CMWAY,Commonwealth Bank of Australia,-2.51,1.02,0,0,32,Financial Services,Banks - Diversified
PEP,"PepsiCo, Inc.",1.38,0.85,14,6,23,Consumer Staples,Beverages (Production/Distribution)
IDEXF,"Industria de Diseño Textil, S.A.",-0.41,7.27,46,49,60,Consumer Cyclical,Apparel Retail
ABLZF,ABB Ltd,-0.58,-3.82,31,3,71,Industrials,Electrical Equipment & Parts
RIO,Rio Tinto Group,-2.98,9.29,52,43,70,Basic Materials,Metal Mining
TMO,TMO,-1.18,9.7,73,57,69,Industrials,Industrial Machinery/Components
AMGN,Amgen Inc.,0.4,16.61,95,78,79,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RTPPF,Rio Tinto Group,-3.38,11.28,64,65,70,Basic Materials,Other Industrial Metals & Mining
DIS,DIS,1.53,5.1,86,61,27,Consumer Discretionary,Services-Misc. Amusement & Recreation
TJX,"The TJX Companies, Inc.",1.1,2.63,3,1,44,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ALIZY,Allianz SE,0.24,5.55,46,38,67,Financial Services,Insurance - Diversified
EADSY,Airbus SE,-0.23,10.93,66,53,56,Industrials,Aerospace & Defense
SMEGF,Siemens Energy AG,-0.21,8.96,93,86,65,Industrials,Specialty Industrial Machinery
DTEGY,Deutsche Telekom AG,1.58,8.51,61,52,34,Communication Services,Telecom Services
FRCOF,"Fast Retailing Co., Ltd.",-9.51,-2.63,0,0,62,Consumer Cyclical,Apparel Retail
GLW,GLW,-5.32,0.09,72,67,86,Industrials,Telecommunications Equipment
