ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs,sector,industry
NVDA,NVIDIA Corporation,-1.56,4.9,96,100,60,Technology,Semiconductors
AAPL,Apple Inc,-1.3,9.75,82,84,79,Technology,Computer Manufacturing
AVGO,Broadcom Inc,-1.09,2.72,96,100,60,Technology,Semiconductors
META,Meta Platforms Inc,-3.36,8.68,50,62,24,Technology,Computer Software: Programming Data Processing
AMD,Advanced Micro Devices,-2.29,3.84,58,89,97,Technology,Semiconductors
ASMLF,ASML Holding N.V.,-1.58,1.9,33,57,92,Technology,Semiconductor Equipment & Materials
XOM,ExxonMobil Holdings Corporation,1.58,14.6,100,100,76,Energy,Integrated oil Companies
TCTZF,Tencent Holdings Limited,-6.65,-0.36,18,36,12,Communication Services,Internet Content & Information
MA,Mastercard Incorporated,-0.32,7.44,74,81,39,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,0.15,-14.68,12,15,95,Technology,Industrial Machinery/Components
PLTR,Palantir Technologies Inc.,-0.96,8.7,59,65,11,Technology,Computer Software: Prepackaged Software
CVX,Chevron Corporation,0.75,13.4,100,100,70,Energy,Integrated oil Companies
AMAT,"Applied Materials, Inc.",1.6,-4.44,21,26,96,Technology,Semiconductors
KO,The Coca-Cola Company,-1.25,0.71,25,70,64,Consumer Staples,Beverages (Production/Distribution)
RHHBY,Roche Holding AG,4.29,5.25,100,100,66,Healthcare,Drug Manufacturers - General
RHHBF,Roche Holding AG,1.13,5.65,93,92,55,Healthcare,Drug Manufacturers - General
ACGBY,Agricultural Bank of China Limited,1.15,3.89,89,92,45,Financial Services,Banks - Diversified
BABAF,Alibaba Group Holding Limited,5.97,21.24,95,95,15,Consumer Cyclical,Internet Retail
CYATY,CYATY,1.28,-13.99,31,45,31,Industrials,Electrical Equipment & Parts
CICHY,China Construction Bank Corporation,1.42,5.28,100,100,54,Financial Services,Banks - Diversified
CICHF,China Construction Bank Corporation,11.76,4.78,100,100,62,Financial Services,Banks - Diversified
SFTBF,SoftBank Group Corp.,0.08,-9.14,28,40,15,Communication Services,Telecom Services
NVS,Novartis AG,2.0,1.97,79,100,67,Health Care,Biotechnology: Pharmaceutical Preparations
SFTBY,SoftBank Group Corp.,-0.68,-12.6,14,20,71,Communication Services,Telecom Services
NVSEF,Novartis AG,0.95,2.56,74,90,64,Healthcare,Drug Manufacturers - General
BACHY,Bank of China Limited,1.39,3.21,100,100,64,Financial Services,Banks - Diversified
KLAC,KLA Corporation,1.88,-9.04,13,16,93,Technology,Electronic Components
TOYOF,Toyota Motor Corporation,-0.99,7.05,100,100,23,Consumer Cyclical,Auto Manufacturers
LRLCF,L'Oréal S.A.,-3.62,-3.9,0,21,35,Consumer Defensive,Household & Personal Products
SMAWF,Siemens Aktiengesellschaft,-1.27,-1.13,36,62,51,Industrials,Specialty Industrial Machinery
PANW,"Palo Alto Networks, Inc.",-2.88,14.15,50,58,94,Technology,Computer peripheral equipment
BHP,BHP Group Limited,-1.05,3.63,100,100,80,Energy,Coal Mining
AXP,American Express Company,-2.27,-0.23,34,64,43,Finance,Finance: Consumer Services
SAP,SAP SE,-1.59,-4.17,0,21,6,Technology,Computer Software: Prepackaged Software
APP,AppLovin Corporation,-3.3,-14.22,0,0,18,Technology,Computer Software: Programming Data Processing
ADI,"Analog Devices, Inc.",-1.69,-7.98,20,37,80,Technology,Semiconductors
HESAF,Hermès International Société en commandite par actions,-3.87,1.58,56,74,14,Consumer Cyclical,Luxury Goods
CMWAY,Commonwealth Bank of Australia,-0.6,5.34,97,96,48,Financial Services,Banks - Diversified
PEP,"PepsiCo, Inc.",-0.52,-5.15,24,54,26,Consumer Staples,Beverages (Production/Distribution)
IDEXF,"Industria de Diseño Textil, S.A.",-3.93,-4.43,8,31,45,Consumer Cyclical,Apparel Retail
ABLZF,ABB Ltd,-1.97,-6.94,7,13,74,Industrials,Electrical Equipment & Parts
RIO,Rio Tinto Group,-0.83,-2.68,47,94,64,Basic Materials,Metal Mining
TMO,Thermo Fisher Scientific Inc.,8.71,16.28,100,100,58,Industrials,Industrial Machinery/Components
AMGN,Amgen Inc.,1.49,5.71,100,100,65,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RTPPF,Rio Tinto Group,0.0,-6.3,21,46,62,Basic Materials,Other Industrial Metals & Mining
DIS,The Walt Disney Company,-3.17,-7.49,0,33,17,Consumer Discretionary,Services-Misc. Amusement & Recreation
TJX,"The TJX Companies, Inc.",-1.24,-7.08,60,90,48,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ALIZY,Allianz SE,-0.95,5.15,100,100,68,Financial Services,Insurance - Diversified
EADSY,Airbus SE,-2.14,5.14,84,98,56,Industrials,Aerospace & Defense
SMEGF,Siemens Energy AG,2.45,-5.17,35,43,67,Industrials,Specialty Industrial Machinery
DTEGY,Deutsche Telekom AG,-5.3,-1.63,67,76,25,Communication Services,Telecom Services
FRCOF,"Fast Retailing Co., Ltd.",4.08,-7.68,28,35,77,Consumer Cyclical,Apparel Retail
GLW,Corning Incorporated,1.3,-24.18,4,5,93,Industrials,Telecommunications Equipment
SHOP,Shopify Inc.,-5.42,-1.9,0,29,15,Technology,Computer Software: Prepackaged Software
IBDSF,"Iberdrola, S.A.",-1.85,-1.16,25,67,62,Utilities,Utilities - Diversified
RYCEY,Rolls-Royce Holdings plc,-4.01,-2.57,8,14,70,Industrials,Aerospace & Defense
TOELY,Tokyo Electron Limited,-2.42,-9.42,0,0,93,Technology,Semiconductor Equipment & Materials
SAFRY,Safran SA,-2.05,-4.75,1,23,56,Industrials,Aerospace & Defense
HTHIY,"Hitachi, Ltd.",-1.39,0.07,79,98,27,Industrials,Conglomerates
WELL,Welltower Inc.,0.82,11.57,100,100,84,Real Estate,Real Estate Investment Trusts
UBER,"Uber Technologies, Inc.",-2.02,-6.69,0,16,15,Consumer Discretionary,Business Services
CIHHF,"China Merchants Bank Co., Ltd.",0.0,9.85,84,88,33,Financial Services,Banks - Regional
DBSDY,DBS Group Holdings Ltd,-1.08,10.87,100,100,85,Financial Services,Banks - Regional
