ticker,name,daily_pct,one_month_pct,rs_sts_spy,rs_sts_qqq,ibd_rs,sector,industry
NVDA,NVIDIA Corporation,2.93,5.67,53,71,47,Technology,Semiconductors
AAPL,Apple Inc,-1.78,-2.96,0,0,68,Technology,Computer Manufacturing
AVGO,Broadcom Inc,0.76,4.9,58,84,50,Technology,Semiconductors
META,Meta Platforms Inc,6.02,-1.67,30,34,14,Technology,Computer Software: Programming Data Processing
AMD,Advanced Micro Devices,1.78,-12.21,34,32,96,Technology,Semiconductors
ASMLF,ASML Holding N.V.,1.23,-16.23,23,17,90,Technology,Semiconductor Equipment & Materials
XOM,XOM,-0.24,13.65,68,67,68,Energy,Integrated oil Companies
TCTZF,Tencent Holdings Limited,1.9,8.37,93,95,17,Communication Services,Internet Content & Information
MA,MA,-0.37,7.28,70,72,50,Consumer Discretionary,Business Services
LRCX,Lam Research Corporation,0.54,-15.87,35,37,94,Technology,Industrial Machinery/Components
PLTR,Palantir Technologies Inc.,2.1,-5.2,7,25,10,Technology,Computer Software: Prepackaged Software
CVX,Chevron Corporation,-1.85,14.92,73,72,63,Energy,Integrated oil Companies
AMAT,"Applied Materials, Inc.",2.08,-12.58,43,47,96,Technology,Semiconductors
KO,KO,-0.83,4.7,42,48,70,Consumer Staples,Beverages (Production/Distribution)
RHHBY,Roche Holding AG,0.75,6.76,62,64,70,Healthcare,Drug Manufacturers - General
RHHBF,Roche Holding AG,0.18,1.39,25,35,45,Healthcare,Drug Manufacturers - General
ACGBY,Agricultural Bank of China Limited,-1.89,17.2,61,65,53,Financial Services,Banks - Diversified
BABAF,Alibaba Group Holding Limited,11.7,32.4,100,100,17,Consumer Cyclical,Internet Retail
CYATY,CYATY,-0.05,-11.4,25,47,32,Industrials,Electrical Equipment & Parts
CICHY,China Construction Bank Corporation,-1.88,17.48,77,75,59,Financial Services,Banks - Diversified
CICHF,China Construction Bank Corporation,-0.86,11.68,74,73,66,Financial Services,Banks - Diversified
SFTBF,SoftBank Group Corp.,3.12,-13.04,34,35,9,Communication Services,Telecom Services
NVS,Novartis AG,-1.59,-1.17,17,34,65,Health Care,Biotechnology: Pharmaceutical Preparations
SFTBY,SoftBank Group Corp.,7.24,-10.95,39,42,56,Communication Services,Telecom Services
NVSEF,Novartis AG,-4.16,-3.99,29,37,56,Healthcare,Drug Manufacturers - General
BACHY,Bank of China Limited,-0.46,13.42,76,74,67,Financial Services,Banks - Diversified
KLAC,KLA Corporation,-0.04,-21.67,11,6,87,Technology,Electronic Components
TOYOF,Toyota Motor Corporation,-0.42,3.87,60,62,25,Consumer Cyclical,Auto Manufacturers
LRLCF,L'Oréal S.A.,2.67,-0.77,53,64,37,Consumer Defensive,Household & Personal Products
SMAWF,Siemens Aktiengesellschaft,1.12,2.07,95,94,57,Industrials,Specialty Industrial Machinery
PANW,"Palo Alto Networks, Inc.",4.61,-2.91,54,70,96,Technology,Computer peripheral equipment
BHP,BHP Group Limited,-1.17,-0.17,48,59,81,Energy,Coal Mining
AXP,American Express Company,2.52,-3.18,34,50,44,Finance,Finance: Consumer Services
SAP,SAP SE,3.28,18.17,92,86,22,Technology,Computer Software: Prepackaged Software
APP,AppLovin Corporation,2.59,-25.31,3,4,14,Technology,Computer Software: Programming Data Processing
ADI,ADI,-1.51,-6.93,0,0,74,Technology,Semiconductors
HESAF,Hermès International Société en commandite par actions,3.99,-2.17,23,24,11,Consumer Cyclical,Luxury Goods
CMWAY,Commonwealth Bank of Australia,-0.54,8.89,61,68,52,Financial Services,Banks - Diversified
PEP,"PepsiCo, Inc.",0.05,-2.55,28,39,25,Consumer Staples,Beverages (Production/Distribution)
IDEXF,"Industria de Diseño Textil, S.A.",1.63,-0.3,94,89,65,Consumer Cyclical,Apparel Retail
ABLZF,ABB Ltd,-1.58,-7.92,21,16,66,Industrials,Electrical Equipment & Parts
RIO,Rio Tinto Group,-0.98,2.48,63,72,71,Basic Materials,Metal Mining
TMO,TMO,-0.05,10.9,69,67,61,Industrials,Industrial Machinery/Components
AMGN,Amgen Inc.,-1.63,1.26,47,52,68,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RTPPF,Rio Tinto Group,0.85,-0.56,64,63,70,Basic Materials,Other Industrial Metals & Mining
DIS,DIS,2.03,0.75,41,49,19,Consumer Discretionary,Services-Misc. Amusement & Recreation
TJX,"The TJX Companies, Inc.",0.1,4.06,37,46,52,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ALIZY,Allianz SE,-0.22,5.56,62,72,71,Financial Services,Insurance - Diversified
EADSY,Airbus SE,2.81,0.28,72,70,57,Industrials,Aerospace & Defense
SMEGF,Siemens Energy AG,4.16,-12.83,18,16,54,Industrials,Specialty Industrial Machinery
DTEGY,Deutsche Telekom AG,5.25,11.78,96,86,32,Communication Services,Telecom Services
FRCOF,"Fast Retailing Co., Ltd.",3.07,-6.04,43,57,78,Consumer Cyclical,Apparel Retail
GLW,GLW,6.07,-24.72,27,29,89,Industrials,Telecommunications Equipment
SHOP,Shopify Inc.,-0.12,-2.61,11,16,15,Technology,Computer Software: Prepackaged Software
IBDSF,"Iberdrola, S.A.",-3.03,-3.35,0,5,54,Utilities,Utilities - Diversified
RYCEY,Rolls-Royce Holdings plc,3.16,5.3,100,100,84,Industrials,Aerospace & Defense
TOELY,Tokyo Electron Limited,5.08,-21.66,27,28,91,Technology,Semiconductor Equipment & Materials
SAFRY,Safran SA,2.32,3.08,80,87,73,Industrials,Aerospace & Defense
HTHIY,"Hitachi, Ltd.",3.91,12.52,99,98,49,Industrials,Conglomerates
WELL,Welltower Inc.,-0.57,0.18,3,28,73,Real Estate,Real Estate Investment Trusts
UBER,"Uber Technologies, Inc.",1.78,-1.12,52,53,15,Consumer Discretionary,Business Services
CIHHF,"China Merchants Bank Co., Ltd.",0.0,9.85,62,68,30,Financial Services,Banks - Regional
DBSDY,DBS Group Holdings Ltd,0.86,11.82,67,64,86,Financial Services,Banks - Regional
COP,ConocoPhillips,-1.1,15.04,71,72,63,Energy,Integrated oil Companies
PLDGP,"Prologis, Inc.",0.29,-2.45,0,23,36,Real Estate,REIT - Industrial
BBVXF,"Banco Bilbao Vizcaya Argentaria, S.A.",2.01,6.32,100,100,85,Financial Services,Banks - Diversified
BTAFF,British American Tobacco p.l.c.,-0.58,-0.64,10,32,49,Consumer Defensive,Tobacco
BKNG,Booking Holdings Inc.,-0.1,6.45,50,53,37,Consumer Discretionary,Transportation Services
NOW,"ServiceNow, Inc.",2.66,5.8,77,72,24,Technology,Computer Software: Prepackaged Software
CFRUY,Compagnie Financière Richemont SA,1.44,5.27,67,75,79,Consumer Cyclical,Luxury Goods
IFNNF,Infineon Technologies AG,-0.66,-20.16,33,35,87,Technology,Semiconductors
IFNNY,Infineon Technologies AG,3.88,-24.22,26,28,89,Technology,Semiconductors
KYCCF,Keyence Corporation,4.26,2.94,100,100,77,Technology,Scientific & Technical Instruments
VRT,Vertiv Holdings Co,8.89,-17.4,33,37,73,Technology,Industrial Machinery/Components
PDD,PDD Holdings Inc.,1.8,7.65,80,73,12,Technology,EDP Services
ENNPF,Enbridge Inc.,0.0,0.55,5,42,48,Energy,Oil & Gas Midstream
ZIJMF,Zijin Mining Group Company Limited,-1.01,14.53,43,52,25,Basic Materials,Gold
ENB,ENB,-0.66,1.18,0,24,56,Energy,Natural Gas Distribution
ADTTF,Advantest Corporation,3.38,-3.54,81,90,91,Technology,Semiconductor Equipment & Materials
